,day,month,year,temp_max,temp_min,atm_avg,hum_max,hum_min,date
1112,18,1,2022,14,6,1019,93,72,1/18/2022
1113,19,1,2022,14,5,1016,96,76,1/19/2022
1114,20,1,2022,15,8,1013,94,82,1/20/2022
1115,21,1,2022,15,9,1012,95,80,1/21/2022
1116,22,1,2022,16,10,1007,94,75,1/22/2022
1117,23,1,2022,19,11,1009,93,60,1/23/2022
1118,24,1,2022,20,12,1014,92,54,1/24/2022
1119,25,1,2022,18,8,1015,91,46,1/25/2022
1120,26,1,2022,19,10,1016,88,56,1/26/2022
1121,27,1,2022,18,9,1017,91,46,1/27/2022
1122,28,1,2022,20,7,1017,91,28,1/28/2022
1123,29,1,2022,22,6,1017,86,36,1/29/2022
1124,30,1,2022,24,6,1012,90,26,1/30/2022
1125,31,1,2022,27,8,1011,86,39,1/31/2022
1126,1,2,2022,27,9,1010,92,44,2/1/2022
1127,2,2,2022,27,12,1011,87,36,2/2/2022
1128,3,2,2022,26,14,1006,88,39,2/3/2022
1129,4,2,2022,26,11,1010,92,44,2/4/2022
1130,5,2,2022,21,11,1014,86,36,2/5/2022
1131,6,2,2022,21,9,1015,88,42,2/6/2022
1132,7,2,2022,24,10,1015,88,42,2/7/2022
1133,8,2,2022,27,13,1012,86,42,2/8/2022
1134,9,2,2022,27,14,1014,89,66,2/9/2022
1135,10,2,2022,21,12,1017,94,46,2/10/2022
1136,11,2,2022,22,10,1016,88,32,2/11/2022
1137,12,2,2022,24,9,1015,89,27,2/12/2022
1138,13,2,2022,25,9,1013,83,24,2/13/2022
1139,14,2,2022,26,10,1013,84,28,2/14/2022
1140,15,2,2022,26,11,1013,85,32,2/15/2022
1141,16,2,2022,26,12,1011,86,26,2/16/2022
1142,17,2,2022,28,13,1010,81,26,2/17/2022
1143,18,2,2022,28,13,1012,82,30,2/18/2022
1144,19,2,2022,29,14,1013,83,38,2/19/2022
1145,20,2,2022,28,13,1008,83,23,2/20/2022
1146,21,2,2022,28,13,1008,82,38,2/21/2022
1147,22,2,2022,28,13,1010,86,36,2/22/2022
1148,23,2,2022,30,17,1012,74,40,2/23/2022
1149,24,2,2022,31,17,1014,83,36,2/24/2022
1150,25,2,2022,28,16,1015,87,35,2/25/2022
1151,26,2,2022,29,16,1015,74,46,2/26/2022
1152,27,2,2022,28,16,1016,86,47,2/27/2022
1153,28,2,2022,26,13,1016,76,29,2/28/2022
1154,1,3,2022,26,12,1016,81,34,3/1/2022
1155,2,3,2022,27,13,1016,86,34,3/2/2022
1156,3,3,2022,28,14,1015,84,30,3/3/2022
1157,4,3,2022,30,16,1014,81,41,3/4/2022
1158,5,3,2022,30,16,1014,77,30,3/5/2022
1159,6,3,2022,29,14,1013,82,32,3/6/2022
1160,7,3,2022,29,16,1014,79,34,3/7/2022
1161,8,3,2022,29,16,1013,86,30,3/8/2022
1162,9,3,2022,32,18,1011,72,30,3/9/2022
1163,10,3,2022,32,19,1012,64,26,3/10/2022
1164,11,3,2022,31,17,1012,80,28,3/11/2022
1165,12,3,2022,32,17,1011,80,22,3/12/2022
1166,13,3,2022,31,16,1010,72,27,3/13/2022
1167,14,3,2022,34,18,1009,72,30,3/14/2022
1168,15,3,2022,35,21,1006,76,32,3/15/2022
1169,16,3,2022,37,21,1005,78,28,3/16/2022
1170,17,3,2022,37,21,1005,73,32,3/17/2022
1171,18,3,2022,36,24,1006,81,39,3/18/2022
1172,19,3,2022,36,23,1004,79,33,3/19/2022
1173,20,3,2022,37,23,1003,73,19,3/20/2022
1174,21,3,2022,39,22,1005,50,22,3/21/2022
1175,22,3,2022,38,22,1006,63,23,3/22/2022
1176,23,3,2022,37,21,1006,64,26,3/23/2022
1177,24,3,2022,37,22,1004,61,30,3/24/2022
1178,25,3,2022,36,23,1005,52,19,3/25/2022
1179,26,3,2022,38,21,1008,62,22,3/26/2022
1180,27,3,2022,36,21,1008,60,16,3/27/2022
1181,28,3,2022,39,21,1006,58,16,3/28/2022
1182,29,3,2022,39,21,1004,50,13,3/29/2022
1183,30,3,2022,41,21,501,49,0,3/30/2022
1184,31,3,2022,41,22,1005,58,15,3/31/2022
1185,1,4,2022,41,23,1005,46,22,4/1/2022
1186,2,4,2022,39,20,1007,62,21,4/2/2022
1187,3,4,2022,39,19,1006,52,12,4/3/2022
1188,4,4,2022,41,21,1006,46,13,4/4/2022
1189,5,4,2022,41,22,1008,54,26,4/5/2022
1190,6,4,2022,40,21,1009,54,24,4/6/2022
1191,7,4,2022,41,21,756,50,0,4/7/2022
1192,8,4,2022,41,21,1005,49,16,4/8/2022
1193,9,4,2022,42,23,1003,48,20,4/9/2022
1194,10,4,2022,43,24,1003,47,18,4/10/2022
1195,11,4,2022,43,25,1002,48,15,4/11/2022
1196,12,4,2022,43,25,752,47,0,4/12/2022
1197,13,4,2022,41,26,1002,42,20,4/13/2022
1198,14,4,2022,41,24,500,40,0,4/14/2022
1199,15,4,2022,41,26,1001,48,17,4/15/2022
1200,16,4,2022,41,26,1000,46,18,4/16/2022
1201,17,4,2022,41,23,1001,50,11,4/17/2022
1202,18,4,2022,42,27,1003,44,18,4/18/2022
1203,19,4,2022,43,26,1005,47,20,4/19/2022
1204,20,4,2022,42,28,1004,52,21,4/20/2022
1205,21,4,2022,41,27,1005,56,34,4/21/2022
1206,22,4,2022,38,26,755,48,0,4/22/2022
1207,23,4,2022,39,25,1005,51,24,4/23/2022
1208,24,4,2022,41,25,1004,49,22,4/24/2022
1209,25,4,2022,41,25,752,53,0,4/25/2022
1210,26,4,2022,42,26,1003,52,21,4/26/2022
1211,27,4,2022,42,26,1003,51,22,4/27/2022
1212,28,4,2022,43,26,1003,54,24,4/28/2022
1213,29,4,2022,44,28,1002,51,20,4/29/2022
1214,30,4,2022,44,29,999,49,26,4/30/2022
1215,1,5,2022,44,27,749,46,0,5/1/2022
1216,2,5,2022,42,29,998,52,22,5/2/2022
1217,3,5,2022,42,29,1001,56,28,5/3/2022
1218,4,5,2022,41,29,1003,69,24,5/4/2022
1219,5,5,2022,42,27,1004,63,34,5/5/2022
1220,6,5,2022,39,29,1004,63,38,5/6/2022
1221,7,5,2022,40,28,1003,51,30,5/7/2022
1222,8,5,2022,41,27,1000,53,22,5/8/2022
1223,9,5,2022,42,32,1000,67,30,5/9/2022
1224,10,5,2022,41,31,1000,64,36,5/10/2022
1225,11,5,2022,41,29,998,68,35,5/11/2022
1226,12,5,2022,42,31,997,58,32,5/12/2022
1227,13,5,2022,43,29,994,72,23,5/13/2022
1228,14,5,2022,45,31,995,48,22,5/14/2022
1229,15,5,2022,46,30,997,37,27,5/15/2022
1230,16,5,2022,45,31,997,34,24,5/16/2022
1231,17,5,2022,43,30,997,40,24,5/17/2022
1232,18,5,2022,43,31,999,51,28,5/18/2022
1233,19,5,2022,43,31,999,58,31,5/19/2022
1234,20,5,2022,44,30,996,53,30,5/20/2022
1235,21,5,2022,46,32,994,52,28,5/21/2022
1236,22,5,2022,42,30,993,45,26,5/22/2022
1237,23,5,2022,39,25,996,69,50,5/23/2022
1238,24,5,2022,33,24,1003,71,39,5/24/2022
1239,25,5,2022,36,28,1002,75,28,5/25/2022
1240,26,5,2022,39,26,1001,73,28,5/26/2022
1241,27,5,2022,40,27,998,67,37,5/27/2022
1242,28,5,2022,41,29,996,48,28,5/28/2022
1243,29,5,2022,42,31,997,52,32,5/29/2022
1244,30,5,2022,42,30,997,50,16,5/30/2022
1245,31,5,2022,44,31,997,50,20,5/31/2022
1246,1,6,2022,43,29,998,55,24,6/1/2022
1247,2,6,2022,43,31,0,0,0,6/2/2022
1248,3,6,2022,45,30,0,0,0,6/3/2022
1249,4,6,2022,44,29,747,30,0,6/4/2022
1250,5,6,2022,45,29,997,40,18,6/5/2022
1251,6,6,2022,44,30,997,43,18,6/6/2022
1252,7,6,2022,44,34,996,30,25,6/7/2022
1253,8,6,2022,43,31,996,30,20,6/8/2022
1254,9,6,2022,44,30,996,36,29,6/9/2022
1255,10,6,2022,43,33,996,32,30,6/10/2022
1256,11,6,2022,43,33,996,41,28,6/11/2022
1257,12,6,2022,44,35,998,42,36,6/12/2022
1258,13,6,2022,43,36,1000,42,37,6/13/2022
1259,14,6,2022,41,33,999,50,38,6/14/2022
1260,15,6,2022,42,34,998,51,32,6/15/2022
1261,16,6,2022,40,27,1000,76,56,6/16/2022
1262,17,6,2022,36,27,1000,79,46,6/17/2022
1263,18,6,2022,37,28,1001,71,52,6/18/2022
1264,19,6,2022,34,24,1000,90,59,6/19/2022
1265,20,6,2022,36,25,998,92,52,6/20/2022
1266,21,6,2022,34,27,997,80,52,6/21/2022
1267,22,6,2022,35,27,1000,82,38,6/22/2022
1268,23,6,2022,39,30,1002,64,28,6/23/2022
1269,24,6,2022,39,28,999,62,20,6/24/2022
1270,25,6,2022,39,27,996,54,20,6/25/2022
1271,26,6,2022,41,30,997,56,40,6/26/2022
1272,27,6,2022,40,29,999,88,50,6/27/2022
1273,28,6,2022,38,30,996,83,43,6/28/2022
1274,29,6,2022,40,26,996,92,52,6/29/2022
1275,30,6,2022,38,26,997,87,80,6/30/2022
1276,1,7,2022,31,27,998,89,55,7/1/2022
1277,2,7,2022,34,27,996,88,54,7/2/2022
1278,3,7,2022,36,27,996,90,54,7/3/2022
1279,4,7,2022,37,27,996,89,56,7/4/2022
1280,5,7,2022,36,27,995,96,48,7/5/2022
1281,6,7,2022,38,29,998,90,59,7/6/2022
1282,7,7,2022,37,29,1000,92,50,7/7/2022
1283,8,7,2022,37,31,997,75,48,7/8/2022
1284,9,7,2022,38,28,996,81,58,7/9/2022
1285,10,7,2022,37,28,997,94,75,7/10/2022
1286,11,7,2022,34,27,998,97,50,7/11/2022
1287,12,7,2022,37,24,997,96,68,7/12/2022
1288,13,7,2022,36,27,995,95,55,7/13/2022
1289,14,7,2022,37,28,994,88,57,7/14/2022
1290,15,7,2022,35,27,996,80,42,7/15/2022
1291,16,7,2022,37,26,998,97,66,7/16/2022
1292,17,7,2022,33,28,1000,92,62,7/17/2022
1293,18,7,2022,36,28,998,88,53,7/18/2022
1294,19,7,2022,37,30,997,86,62,7/19/2022
1295,20,7,2022,36,26,998,98,72,7/20/2022
1296,21,7,2022,35,26,1001,94,70,7/21/2022
1297,22,7,2022,32,27,1001,96,85,7/22/2022
1298,23,7,2022,28,26,999,96,88,7/23/2022
1299,24,7,2022,31,27,999,96,72,7/24/2022
1300,25,7,2022,32,26,1002,98,84,7/25/2022
1301,26,7,2022,32,26,1003,96,74,7/26/2022
1302,27,7,2022,33,27,1003,96,72,7/27/2022
1303,28,7,2022,32,27,1005,96,81,7/28/2022
1304,29,7,2022,29,27,1004,98,83,7/29/2022
1305,30,7,2022,30,26,1003,96,68,7/30/2022
1306,31,7,2022,33,27,1000,86,57,7/31/2022
1307,1,8,2022,34,29,1000,80,60,8/1/2022
1308,2,8,2022,34,26,1000,97,78,8/2/2022
1309,3,8,2022,33,26,1001,97,81,8/3/2022
1310,4,8,2022,31,27,1001,99,82,8/4/2022
1311,5,8,2022,32,26,1000,96,70,8/5/2022
1312,6,8,2022,33,26,998,100,78,8/6/2022
1313,7,8,2022,34,25,998,100,99,8/7/2022
1314,8,8,2022,27,25,997,99,86,8/8/2022
1315,9,8,2022,33,26,996,99,67,8/9/2022
1316,10,8,2022,34,28,994,93,64,8/10/2022
1317,11,8,2022,33,27,995,86,78,8/11/2022
1318,12,8,2022,30,26,996,96,90,8/12/2022
1319,13,8,2022,28,26,997,96,83,8/13/2022
1320,14,8,2022,31,27,1000,94,90,8/14/2022
1321,15,8,2022,29,25,999,99,82,8/15/2022
1322,16,8,2022,30,24,998,100,80,8/16/2022
1323,17,8,2022,28,25,1002,93,70,8/17/2022
1324,18,8,2022,32,26,1002,88,66,8/18/2022
1325,19,8,2022,32,26,1001,89,65,8/19/2022
1326,20,8,2022,33,23,1002,100,92,8/20/2022
1327,21,8,2022,28,26,998,96,79,8/21/2022
1328,22,8,2022,33,26,995,86,71,8/22/2022
1329,23,8,2022,31,26,999,88,74,8/23/2022
1330,24,8,2022,30,26,1004,95,60,8/24/2022
1331,25,8,2022,33,26,1004,97,76,8/25/2022
1332,26,8,2022,31,26,1003,89,72,8/26/2022
1333,27,8,2022,32,27,1002,81,71,8/27/2022
1334,28,8,2022,33,28,1003,80,62,8/28/2022
1335,29,8,2022,33,26,1007,88,73,8/29/2022
1336,30,8,2022,31,26,1006,92,62,8/30/2022
1337,31,8,2022,34,27,1004,90,70,8/31/2022
1338,1,9,2022,34,26,1004,92,64,9/1/2022
1339,2,9,2022,35,26,1005,95,76,9/2/2022
1340,3,9,2022,32,26,1003,86,60,9/3/2022
1341,4,9,2022,35,28,1002,84,51,9/4/2022
1342,5,9,2022,36,28,1003,84,54,9/5/2022
1343,6,9,2022,35,27,1004,84,60,9/6/2022
1344,7,9,2022,35,27,1006,90,54,9/7/2022
1345,8,9,2022,36,27,1006,90,52,9/8/2022
1346,9,9,2022,36,26,1006,94,75,9/9/2022
1347,10,9,2022,33,26,1004,95,78,9/10/2022
1348,11,9,2022,33,27,1002,96,74,9/11/2022
1349,12,9,2022,33,27,999,94,62,9/12/2022
1350,13,9,2022,32,25,1000,98,74,9/13/2022
1351,14,9,2022,30,25,999,99,96,9/14/2022
1352,15,9,2022,27,26,998,98,95,9/15/2022
1353,16,9,2022,28,25,998,99,72,9/16/2022
1354,17,9,2022,31,24,1002,94,70,9/17/2022
1355,18,9,2022,33,25,1004,91,62,9/18/2022
1356,19,9,2022,33,26,1004,92,72,9/19/2022
1357,20,9,2022,32,24,1004,95,83,9/20/2022
1358,21,9,2022,28,24,1003,98,93,9/21/2022
1359,22,9,2022,26,24,1002,100,98,9/22/2022
1360,23,9,2022,27,25,1001,98,80,9/23/2022
1361,24,9,2022,29,25,1001,96,92,9/24/2022
1362,25,9,2022,27,25,1005,90,73,9/25/2022
1363,26,9,2022,32,26,1007,94,74,9/26/2022
1364,27,9,2022,32,26,1006,94,66,9/27/2022
1365,28,9,2022,33,24,1005,94,62,9/28/2022
1366,29,9,2022,34,24,1005,91,51,9/29/2022
1367,30,9,2022,35,26,1005,91,56,9/30/2022
1368,1,10,2022,34,25,1004,90,56,10/1/2022
1369,2,10,2022,34,24,1004,91,51,10/2/2022
1370,3,10,2022,36,24,1006,89,48,10/3/2022
1371,4,10,2022,35,24,1006,97,72,10/4/2022
1372,5,10,2022,33,25,1006,96,74,10/5/2022
1373,6,10,2022,31,24,1007,91,85,10/6/2022
1374,7,10,2022,27,23,1007,100,88,10/7/2022
1375,8,10,2022,26,24,756,100,0,10/8/2022
1376,9,10,2022,27,24,1008,99,80,10/9/2022
1377,10,10,2022,31,24,1010,98,87,10/10/2022
1378,11,10,2022,28,23,1008,97,76,10/11/2022
1379,12,10,2022,30,22,1010,94,70,10/12/2022
1380,13,10,2022,31,21,1011,92,64,10/13/2022
1381,14,10,2022,31,20,1011,92,58,10/14/2022
1382,15,10,2022,31,20,1010,92,53,10/15/2022
1383,16,10,2022,31,21,1013,92,56,10/16/2022
1384,17,10,2022,31,20,1013,88,58,10/17/2022
1385,18,10,2022,32,20,1011,90,54,10/18/2022
1386,19,10,2022,33,19,1011,91,52,10/19/2022
1387,20,10,2022,33,18,1013,86,47,10/20/2022
1388,21,10,2022,33,19,1015,86,50,10/21/2022
1389,22,10,2022,33,18,1015,84,52,10/22/2022
1390,23,10,2022,33,18,1014,90,48,10/23/2022
1391,24,10,2022,31,18,1010,90,50,10/24/2022
1392,25,10,2022,31,17,1009,87,46,10/25/2022
1393,26,10,2022,32,16,1012,94,50,10/26/2022
1394,27,10,2022,33,18,1012,88,50,10/27/2022
1395,28,10,2022,33,18,1012,87,55,10/28/2022
1396,29,10,2022,33,19,1013,88,52,10/29/2022
1397,30,10,2022,31,17,1013,94,56,10/30/2022
1398,31,10,2022,31,17,1013,93,66,10/31/2022
1399,1,11,2022,31,17,1013,90,60,11/1/2022
1400,2,11,2022,31,18,1012,89,46,11/2/2022
1401,3,11,2022,33,18,1011,86,55,11/3/2022
1402,4,11,2022,32,18,1012,91,50,11/4/2022
1403,5,11,2022,34,19,1014,90,56,11/5/2022
1404,6,11,2022,33,19,1014,93,62,11/6/2022
1405,7,11,2022,33,19,1014,91,59,11/7/2022
1406,8,11,2022,32,18,1014,88,56,11/8/2022
1407,9,11,2022,32,20,1014,85,60,11/9/2022
1408,10,11,2022,29,19,1015,94,60,11/10/2022
1409,11,11,2022,29,17,1016,92,50,11/11/2022
1410,12,11,2022,29,16,1016,90,54,11/12/2022
1411,13,11,2022,28,15,1015,92,50,11/13/2022
1412,14,11,2022,29,14,1015,90,52,11/14/2022
1413,15,11,2022,31,15,1014,92,54,11/15/2022
1414,16,11,2022,30,15,1013,91,58,11/16/2022
1415,17,11,2022,28,13,1014,84,44,11/17/2022
1416,18,11,2022,27,12,1015,90,43,11/18/2022
1417,19,11,2022,27,12,1016,92,48,11/19/2022
1418,20,11,2022,26,12,1014,94,60,11/20/2022
1419,21,11,2022,27,13,1013,93,52,11/21/2022
1420,22,11,2022,28,12,1014,94,49,11/22/2022
1421,23,11,2022,28,12,1013,94,32,11/23/2022
1422,24,11,2022,27,11,1014,90,43,11/24/2022
1423,25,11,2022,27,11,1016,90,50,11/25/2022
1424,26,11,2022,28,11,1013,92,48,11/26/2022
1425,27,11,2022,27,11,1012,90,52,11/27/2022
1426,28,11,2022,27,11,1013,92,54,11/28/2022
1427,29,11,2022,27,12,1014,93,54,11/29/2022
1428,30,11,2022,27,10,1016,97,56,11/30/2022
1429,1,12,2022,25,11,1015,94,59,12/1/2022
1430,2,12,2022,25,11,1014,98,56,12/2/2022
1431,3,12,2022,25,11,1015,94,60,12/3/2022
1432,4,12,2022,26,11,1015,95,60,12/4/2022
1433,5,12,2022,25,11,1017,95,56,12/5/2022
1434,6,12,2022,24,10,1016,96,56,12/6/2022
1435,7,12,2022,24,9,1015,94,51,12/7/2022
1436,8,12,2022,26,9,1016,95,50,12/8/2022
1437,9,12,2022,26,10,1015,94,55,12/9/2022
1438,10,12,2022,26,11,1015,94,60,12/10/2022
1439,11,12,2022,26,11,1015,94,58,12/11/2022
1440,12,12,2022,27,12,1014,95,49,12/12/2022
1441,13,12,2022,28,13,1016,90,48,12/13/2022
1442,14,12,2022,26,12,1016,84,48,12/14/2022
1443,15,12,2022,25,11,1015,92,49,12/15/2022
1444,16,12,2022,25,10,1014,94,53,12/16/2022
1445,17,12,2022,26,9,1015,95,43,12/17/2022
1446,18,12,2022,25,9,1015,100,58,12/18/2022
1447,19,12,2022,23,9,1014,96,54,12/19/2022
1448,20,12,2022,25,9,1014,96,56,12/20/2022
1449,21,12,2022,25,9,1014,95,54,12/21/2022
1450,22,12,2022,24,11,1014,90,49,12/22/2022
1451,23,12,2022,23,10,1013,95,56,12/23/2022
1452,24,12,2022,23,10,1014,96,61,12/24/2022
1453,25,12,2022,21,8,1016,86,45,12/25/2022
1454,26,12,2022,21,5,1018,96,56,12/26/2022
1455,27,12,2022,20,7,1018,97,60,12/27/2022
1456,28,12,2022,21,8,1018,96,44,12/28/2022
1457,29,12,2022,24,9,1018,92,51,12/29/2022
1458,30,12,2022,26,11,1018,94,56,12/30/2022
1459,31,12,2022,26,10,1019,97,79,12/31/2022
1460,1,1,2023,16,8,1020,97,69,1/1/2023
1461,2,1,2023,20,9,1021,98,76,1/2/2023
1462,3,1,2023,17,6,1023,94,74,1/3/2023
1463,4,1,2023,14,6,1023,98,74,1/4/2023
1464,5,1,2023,14,5,1024,98,74,1/5/2023
1465,6,1,2023,14,4,1024,95,76,1/6/2023
1466,7,1,2023,14,3,1022,96,51,1/7/2023
1467,8,1,2023,18,5,1019,94,52,1/8/2023
1468,9,1,2023,23,6,1020,94,64,1/9/2023
1469,10,1,2023,21,8,1019,92,58,1/10/2023
1470,11,1,2023,24,9,1014,94,61,1/11/2023
1471,12,1,2023,24,12,1012,95,76,1/12/2023
1472,13,1,2023,19,13,1012,94,60,1/13/2023
1473,14,1,2023,24,9,1016,95,72,1/14/2023
1474,15,1,2023,18,6,1016,92,41,1/15/2023
1475,16,1,2023,18,4,1017,89,47,1/16/2023
1476,17,1,2023,18,6,1018,89,48,1/17/2023
1477,18,1,2023,19,4,1019,92,45,1/18/2023
1478,19,1,2023,20,5,1019,94,48,1/19/2023
1479,20,1,2023,21,6,1017,92,56,1/20/2023
1480,21,1,2023,21,8,1016,93,62,1/21/2023
1481,22,1,2023,22,9,1015,96,64,1/22/2023
1482,23,1,2023,21,11,1014,94,74,1/23/2023
1483,24,1,2023,19,13,1013,97,68,1/24/2023
1484,25,1,2023,22,16,1014,98,96,1/25/2023
1485,26,1,2023,17,13,1017,98,88,1/26/2023
1486,27,1,2023,18,9,1018,92,56,1/27/2023
1487,28,1,2023,20,8,1015,93,42,1/28/2023
1488,29,1,2023,22,11,1014,92,56,1/29/2023
1489,30,1,2023,25,11,1017,96,80,1/30/2023
1490,31,1,2023,23,8,1018,98,70,1/31/2023
1491,1,2,2023,23,8,1018,96,56,2/1/2023
1492,2,2,2023,22,8,1017,92,48,2/2/2023
1493,3,2,2023,24,9,1016,92,46,2/3/2023
1494,4,2,2023,25,10,1014,92,44,2/4/2023
1495,5,2,2023,27,11,1012,91,46,2/5/2023
1496,6,2,2023,27,13,1011,89,50,2/6/2023
1497,7,2,2023,29,10,1011,90,46,2/7/2023
1498,8,2,2023,28,9,1014,92,38,2/8/2023
1499,9,2,2023,26,13,1013,88,39,2/9/2023
1500,10,2,2023,28,16,1011,84,36,2/10/2023
1501,11,2,2023,31,12,1012,79,40,2/11/2023
1502,12,2,2023,30,10,1017,87,30,2/12/2023
1503,13,2,2023,27,9,1016,66,24,2/13/2023
1504,14,2,2023,25,11,1016,78,34,2/14/2023
1505,15,2,2023,27,11,1013,88,36,2/15/2023
1506,16,2,2023,29,12,1014,84,41,2/16/2023
1507,17,2,2023,30,12,1015,87,48,2/17/2023
1508,18,2,2023,29,13,1014,90,44,2/18/2023
1509,19,2,2023,29,14,1013,91,45,2/19/2023
1510,20,2,2023,31,16,1008,89,27,2/20/2023
1511,21,2,2023,34,16,1010,82,28,2/21/2023
1512,22,2,2023,34,15,1011,82,43,2/22/2023
1513,23,2,2023,32,15,1012,76,40,2/23/2023
1514,24,2,2023,31,15,1014,84,37,2/24/2023
1515,25,2,2023,31,15,1016,84,33,2/25/2023
1516,26,2,2023,31,16,1017,83,36,2/26/2023
1517,27,2,2023,32,16,1016,82,31,2/27/2023
1518,28,2,2023,33,17,1016,82,32,2/28/2023
,,,,33,16,,,,
