,hl,hls,hlsh,date,ts,ds,icon,desc,temp,templow,baro,wind,wd,hum,Month,Year
0,True,रविवार 1 नवंबर,1 नवंबर,1604188800000.0,00.00,"रविवार 1 नवंबर 2020, 00.00 — 06.00",13,Clear.,15,14,1014,0,0,76,11,2020
1,uk,uk,uk,1604210400000.0,06.00,"रविवार 1 नवंबर 2020, 06.00 — 12.00",1,Sunny.,29,17,1016,0,0,54,11,2020
2,uk,uk,uk,1604232000000.0,12.00,"रविवार 1 नवंबर 2020, 12.00 — 18.00",1,Sunny.,31,25,1012,0,0,31,11,2020
3,uk,uk,uk,1604253600000.0,18.00,"रविवार 1 नवंबर 2020, 18.00 — 00.00",13,Clear.,17,15,1015,0,0,66,11,2020
4,True,सोमवार 2 नवंबर,2 नवंबर,1604275200000.0,00.00,"सोमवार 2 नवंबर 2020, 00.00 — 06.00",13,Clear.,13,12,1015,0,0,74,11,2020
5,uk,uk,uk,1604296800000.0,06.00,"सोमवार 2 नवंबर 2020, 06.00 — 12.00",1,Sunny.,30,19,1016,0,0,34,11,2020
6,uk,uk,uk,1604318400000.0,12.00,"सोमवार 2 नवंबर 2020, 12.00 — 18.00",13,Clear.,25,25,1013,0,0,35,11,2020
7,uk,uk,uk,1604340000000.0,18.00,"सोमवार 2 नवंबर 2020, 18.00 — 00.00",13,Clear.,18,15,1015,0,0,59,11,2020
8,True,मंगलवार 3 नवंबर,3 नवंबर,1604361600000.0,00.00,"मंगलवार 3 नवंबर 2020, 00.00 — 06.00",13,Clear.,14,12,1015,0,0,68,11,2020
9,uk,uk,uk,1604383200000.0,06.00,"मंगलवार 3 नवंबर 2020, 06.00 — 12.00",1,Sunny.,31,18,1016,2,230,38,11,2020
10,uk,uk,uk,1604404800000.0,12.00,"मंगलवार 3 नवंबर 2020, 12.00 — 18.00",1,Sunny.,32,27,1012,4,230,24,11,2020
11,uk,uk,uk,1604426400000.0,18.00,"मंगलवार 3 नवंबर 2020, 18.00 — 00.00",13,Clear.,18,16,1014,0,0,52,11,2020
12,True,बुधवार 4 नवंबर,4 नवंबर,1604448000000.0,00.00,"बुधवार 4 नवंबर 2020, 00.00 — 06.00",13,Clear.,12,12,1013,0,0,70,11,2020
13,uk,uk,uk,1604469600000.0,06.00,"बुधवार 4 नवंबर 2020, 06.00 — 12.00",1,Sunny.,31,18,1014,0,0,34,11,2020
14,uk,uk,uk,1604491200000.0,12.00,"बुधवार 4 नवंबर 2020, 12.00 — 18.00",1,Sunny.,31,25,1010,3,230,31,11,2020
15,uk,uk,uk,1604512800000.0,18.00,"बुधवार 4 नवंबर 2020, 18.00 — 00.00",13,Clear.,19,16,1013,0,0,60,11,2020
16,True,गुरुवार 5 नवंबर,5 नवंबर,1604534400000.0,00.00,"गुरुवार 5 नवंबर 2020, 00.00 — 06.00",13,Clear.,14,13,1013,0,0,75,11,2020
17,uk,uk,uk,1604556000000.0,06.00,"गुरुवार 5 नवंबर 2020, 06.00 — 12.00",1,Sunny.,30,17,1015,0,0,46,11,2020
18,uk,uk,uk,1604577600000.0,12.00,"गुरुवार 5 नवंबर 2020, 12.00 — 18.00",1,Sunny.,32,26,1013,0,0,30,11,2020
19,uk,uk,uk,1604599200000.0,18.00,"गुरुवार 5 नवंबर 2020, 18.00 — 00.00",13,Clear.,18,16,1016,0,0,68,11,2020
20,True,शुक्रवार 6 नवंबर,6 नवंबर,1604620800000.0,00.00,"शुक्रवार 6 नवंबर 2020, 00.00 — 06.00",13,Clear.,14,13,1016,0,0,76,11,2020
21,uk,uk,uk,1604642400000.0,06.00,"शुक्रवार 6 नवंबर 2020, 06.00 — 12.00",1,Sunny.,30,16,1018,0,0,50,11,2020
22,uk,uk,uk,1604664000000.0,12.00,"शुक्रवार 6 नवंबर 2020, 12.00 — 18.00",1,Sunny.,33,25,1015,0,0,34,11,2020
23,uk,uk,uk,1604685600000.0,18.00,"शुक्रवार 6 नवंबर 2020, 18.00 — 00.00",13,Clear.,18,16,1018,0,0,70,11,2020
24,True,शनिवार 7 नवंबर,7 नवंबर,1604707200000.0,00.00,"शनिवार 7 नवंबर 2020, 00.00 — 06.00",13,Clear.,14,13,1018,0,0,77,11,2020
25,uk,uk,uk,1604728800000.0,06.00,"शनिवार 7 नवंबर 2020, 06.00 — 12.00",1,Sunny.,29,17,1019,0,0,50,11,2020
26,uk,uk,uk,1604750400000.0,12.00,"शनिवार 7 नवंबर 2020, 12.00 — 18.00",1,Sunny.,32,26,1016,0,0,30,11,2020
27,uk,uk,uk,1604772000000.0,18.00,"शनिवार 7 नवंबर 2020, 18.00 — 00.00",13,Clear.,19,16,1018,0,0,67,11,2020
28,True,रविवार 8 नवंबर,8 नवंबर,1604793600000.0,00.00,"रविवार 8 नवंबर 2020, 00.00 — 06.00",13,Clear.,14,13,1018,0,0,81,11,2020
29,uk,uk,uk,1604815200000.0,06.00,"रविवार 8 नवंबर 2020, 06.00 — 12.00",1,Sunny.,28,17,1019,0,0,52,11,2020
30,uk,uk,uk,1604836800000.0,12.00,"रविवार 8 नवंबर 2020, 12.00 — 18.00",1,Sunny.,31,25,1016,0,0,41,11,2020
31,uk,uk,uk,1604858400000.0,18.00,"रविवार 8 नवंबर 2020, 18.00 — 00.00",13,Clear.,18,16,1018,0,0,73,11,2020
32,True,सोमवार 9 नवंबर,9 नवंबर,1604880000000.0,00.00,"सोमवार 9 नवंबर 2020, 00.00 — 06.00",13,Clear.,13,13,1017,0,0,86,11,2020
33,uk,uk,uk,1604901600000.0,06.00,"सोमवार 9 नवंबर 2020, 06.00 — 12.00",9,Fog.,26,14,1018,0,0,62,11,2020
34,uk,uk,uk,1604923200000.0,12.00,"सोमवार 9 नवंबर 2020, 12.00 — 18.00",13,Clear.,24,24,1014,0,0,50,11,2020
35,uk,uk,uk,1604944800000.0,18.00,"सोमवार 9 नवंबर 2020, 18.00 — 00.00",13,Clear.,17,15,1016,0,0,74,11,2020
36,True,मंगलवार 10 नवंबर,10 नवंबर,1604966400000.0,00.00,"मंगलवार 10 नवंबर 2020, 00.00 — 06.00",14,Fog.,13,13,1015,0,0,83,11,2020
37,uk,uk,uk,1604988000000.0,06.00,"मंगलवार 10 नवंबर 2020, 06.00 — 12.00",9,Fog.,25,15,1016,0,0,66,11,2020
38,uk,uk,uk,1605009600000.0,12.00,"मंगलवार 10 नवंबर 2020, 12.00 — 18.00",1,Sunny.,28,23,1013,0,0,46,11,2020
