,hl,hls,hlsh,date,ts,ds,icon,desc,temp,templow,baro,wind,wd,hum,Month,Year
0,True,सोमवार 1 मार्च,1 मार्च,1614556800000.0,00.00,"सोमवार 1 मार्च 2021, 00.00 — 06.00",13,Clear.,18,16,1011,0,0,70,3,2021
1,uk,uk,uk,1614578400000.0,06.00,"सोमवार 1 मार्च 2021, 06.00 — 12.00",1,Sunny.,28,19,1014,2,0,44,3,2021
2,uk,uk,uk,1614600000000.0,12.00,"सोमवार 1 मार्च 2021, 12.00 — 18.00",1,Sunny.,32,28,1012,6,320,27,3,2021
3,uk,uk,uk,1614621600000.0,18.00,"सोमवार 1 मार्च 2021, 18.00 — 00.00",13,Clear.,20,17,1016,0,0,56,3,2021
4,True,मंगलवार 2 मार्च,2 मार्च,1614643200000.0,00.00,"मंगलवार 2 मार्च 2021, 00.00 — 06.00",13,Clear.,15,12,1016,0,0,77,3,2021
5,uk,uk,uk,1614664800000.0,06.00,"मंगलवार 2 मार्च 2021, 06.00 — 12.00",1,Sunny.,27,18,1017,5,270,36,3,2021
6,uk,uk,uk,1614686400000.0,12.00,"मंगलवार 2 मार्च 2021, 12.00 — 18.00",1,Sunny.,31,29,1012,6,230,18,3,2021
7,uk,uk,uk,1614708000000.0,18.00,"मंगलवार 2 मार्च 2021, 18.00 — 00.00",13,Clear.,20,16,1014,0,0,59,3,2021
8,True,बुधवार 3 मार्च,3 मार्च,1614729600000.0,00.00,"बुधवार 3 मार्च 2021, 00.00 — 06.00",13,Clear.,14,13,1013,0,0,71,3,2021
9,uk,uk,uk,1614751200000.0,06.00,"बुधवार 3 मार्च 2021, 06.00 — 12.00",1,Sunny.,30,17,1014,0,0,37,3,2021
10,uk,uk,uk,1614772800000.0,12.00,"बुधवार 3 मार्च 2021, 12.00 — 18.00",1,Sunny.,32,30,1010,4,320,17,3,2021
11,uk,uk,uk,1614794400000.0,18.00,"बुधवार 3 मार्च 2021, 18.00 — 00.00",13,Clear.,21,18,1013,0,0,53,3,2021
12,True,गुरुवार 4 मार्च,4 मार्च,1614816000000.0,00.00,"गुरुवार 4 मार्च 2021, 00.00 — 06.00",13,Clear.,15,14,1012,0,0,71,3,2021
13,uk,uk,uk,1614837600000.0,06.00,"गुरुवार 4 मार्च 2021, 06.00 — 12.00",1,Sunny.,32,17,1013,2,140,44,3,2021
14,uk,uk,uk,1614859200000.0,12.00,"गुरुवार 4 मार्च 2021, 12.00 — 18.00",1,Sunny.,34,32,1009,3,140,18,3,2021
15,uk,uk,uk,1614880800000.0,18.00,"गुरुवार 4 मार्च 2021, 18.00 — 00.00",13,Clear.,23,19,1011,0,0,56,3,2021
16,True,शुक्रवार 5 मार्च,5 मार्च,1614902400000.0,00.00,"शुक्रवार 5 मार्च 2021, 00.00 — 06.00",13,Clear.,17,15,1010,0,0,70,3,2021
17,uk,uk,uk,1614924000000.0,06.00,"शुक्रवार 5 मार्च 2021, 06.00 — 12.00",1,Sunny.,29,18,1012,4,270,46,3,2021
18,uk,uk,uk,1614945600000.0,12.00,"शुक्रवार 5 मार्च 2021, 12.00 — 18.00",1,Sunny.,32,31,1010,8,0,20,3,2021
19,uk,uk,uk,1614967200000.0,18.00,"शुक्रवार 5 मार्च 2021, 18.00 — 00.00",13,Clear.,21,17,1012,0,0,56,3,2021
20,True,शनिवार 6 मार्च,6 मार्च,1614988800000.0,00.00,"शनिवार 6 मार्च 2021, 00.00 — 06.00",13,Clear.,15,14,1011,0,0,61,3,2021
21,uk,uk,uk,1615010400000.0,06.00,"शनिवार 6 मार्च 2021, 06.00 — 12.00",1,Sunny.,31,18,1013,2,320,39,3,2021
22,uk,uk,uk,1615032000000.0,12.00,"शनिवार 6 मार्च 2021, 12.00 — 18.00",1,Sunny.,34,33,1009,3,320,18,3,2021
23,uk,uk,uk,1615053600000.0,18.00,"शनिवार 6 मार्च 2021, 18.00 — 00.00",13,Clear.,23,19,1010,0,0,53,3,2021
24,True,रविवार 7 मार्च,7 मार्च,1615075200000.0,00.00,"रविवार 7 मार्च 2021, 00.00 — 06.00",13,Clear.,17,17,1009,0,0,60,3,2021
25,uk,uk,uk,1615096800000.0,06.00,"रविवार 7 मार्च 2021, 06.00 — 12.00",1,Sunny.,35,35,1011,6,320,22,3,2021
26,uk,uk,uk,1615118400000.0,12.00,"रविवार 7 मार्च 2021, 12.00 — 18.00",1,Sunny.,35,33,1007,2,320,22,3,2021
27,uk,uk,uk,1615140000000.0,18.00,"रविवार 7 मार्च 2021, 18.00 — 00.00",13,Clear.,25,24,1009,0,0,50,3,2021
28,True,सोमवार 8 मार्च,8 मार्च,1615161600000.0,00.00,"सोमवार 8 मार्च 2021, 00.00 — 06.00",13,Clear.,21,19,1009,0,0,64,3,2021
29,uk,uk,uk,1615183200000.0,06.00,"सोमवार 8 मार्च 2021, 06.00 — 12.00",1,Sunny.,34,23,1011,6,230,32,3,2021
30,uk,uk,uk,1615204800000.0,12.00,"सोमवार 8 मार्च 2021, 12.00 — 18.00",1,Sunny.,35,33,1008,2,270,28,3,2021
31,uk,uk,uk,1615226400000.0,18.00,"सोमवार 8 मार्च 2021, 18.00 — 00.00",13,Clear.,28,24,1011,3,50,57,3,2021
32,True,मंगलवार 9 मार्च,9 मार्च,1615248000000.0,00.00,"मंगलवार 9 मार्च 2021, 00.00 — 06.00",13,Clear.,23,21,1011,0,0,70,3,2021
33,uk,uk,uk,1615269600000.0,06.00,"मंगलवार 9 मार्च 2021, 06.00 — 12.00",1,Sunny.,31,22,1013,2,320,56,3,2021
34,uk,uk,uk,1615291200000.0,12.00,"मंगलवार 9 मार्च 2021, 12.00 — 18.00",6,Partly sunny.,33,31,1009,0,0,40,3,2021
35,uk,uk,uk,1615312800000.0,18.00,"मंगलवार 9 मार्च 2021, 18.00 — 00.00",13,Clear.,24,22,1011,0,0,68,3,2021
36,True,बुधवार 10 मार्च,10 मार्च,1615334400000.0,00.00,"बुधवार 10 मार्च 2021, 00.00 — 06.00",13,Clear.,20,20,1011,0,0,86,3,2021
37,uk,uk,uk,1615356000000.0,06.00,"बुधवार 10 मार्च 2021, 06.00 — 12.00",1,Sunny.,33,22,1013,2,230,52,3,2021
38,uk,uk,uk,1615377600000.0,12.00,"बुधवार 10 मार्च 2021, 12.00 — 18.00",3,Haze.,34,32,1009,5,320,28,3,2021
39,uk,uk,uk,1615399200000.0,18.00,"बुधवार 10 मार्च 2021, 18.00 — 00.00",13,Clear.,25,22,1011,0,0,62,3,2021
40,True,गुरुवार 11 मार्च,11 मार्च,1615420800000.0,00.00,"गुरुवार 11 मार्च 2021, 00.00 — 06.00",13,Clear.,20,18,1011,0,0,74,3,2021
41,uk,uk,uk,1615442400000.0,06.00,"गुरुवार 11 मार्च 2021, 06.00 — 12.00",1,Sunny.,32,22,1014,0,0,54,3,2021
42,uk,uk,uk,1615464000000.0,12.00,"गुरुवार 11 मार्च 2021, 12.00 — 18.00",1,Sunny.,36,33,1010,4,50,22,3,2021
43,uk,uk,uk,1615485600000.0,18.00,"गुरुवार 11 मार्च 2021, 18.00 — 00.00",14,Passing clouds.,25,25,1013,0,0,52,3,2021
44,True,शुक्रवार 12 मार्च,12 मार्च,1615507200000.0,00.00,"शुक्रवार 12 मार्च 2021, 00.00 — 06.00",14,Haze.,21,12,1012,0,0,82,3,2021
45,uk,uk,uk,1615528800000.0,06.00,"शुक्रवार 12 मार्च 2021, 06.00 — 12.00",6,Partly sunny.,24,23,1016,5,230,56,3,2021
46,uk,uk,uk,1615550400000.0,12.00,"शुक्रवार 12 मार्च 2021, 12.00 — 18.00",18,Light rain. Overcast.,23,20,1015,2,180,62,3,2021
47,uk,uk,uk,1615572000000.0,18.00,"शुक्रवार 12 मार्च 2021, 18.00 — 00.00",22,Thunderstorms. Passing clouds.,22,22,1017,11,230,52,3,2021
48,True,शनिवार 13 मार्च,13 मार्च,1615593600000.0,00.00,"शनिवार 13 मार्च 2021, 00.00 — 06.00",14,Passing clouds.,22,16,1016,0,0,65,3,2021
49,uk,uk,uk,1615615200000.0,06.00,"शनिवार 13 मार्च 2021, 06.00 — 12.00",1,Sunny.,28,19,1018,2,50,57,3,2021
50,uk,uk,uk,1615636800000.0,12.00,"शनिवार 13 मार्च 2021, 12.00 — 18.00",1,Sunny.,31,30,1013,0,0,31,3,2021
51,uk,uk,uk,1615658400000.0,18.00,"शनिवार 13 मार्च 2021, 18.00 — 00.00",13,Clear.,23,20,1014,0,0,66,3,2021
52,True,रविवार 14 मार्च,14 मार्च,1615680000000.0,00.00,"रविवार 14 मार्च 2021, 00.00 — 06.00",13,Clear.,19,17,1013,0,0,76,3,2021
53,uk,uk,uk,1615701600000.0,06.00,"रविवार 14 मार्च 2021, 06.00 — 12.00",1,Sunny.,30,20,1014,2,320,53,3,2021
54,uk,uk,uk,1615723200000.0,12.00,"रविवार 14 मार्च 2021, 12.00 — 18.00",2,Scattered clouds.,33,31,1010,3,320,29,3,2021
55,uk,uk,uk,1615744800000.0,18.00,"रविवार 14 मार्च 2021, 18.00 — 00.00",13,Clear.,24,20,1012,0,0,62,3,2021
56,True,सोमवार 15 मार्च,15 मार्च,1615766400000.0,00.00,"सोमवार 15 मार्च 2021, 00.00 — 06.00",13,Clear.,19,17,1011,0,0,74,3,2021
57,uk,uk,uk,1615788000000.0,06.00,"सोमवार 15 मार्च 2021, 06.00 — 12.00",1,Sunny.,32,21,1013,0,0,50,3,2021
58,uk,uk,uk,1615809600000.0,12.00,"सोमवार 15 मार्च 2021, 12.00 — 18.00",3,Haze.,35,32,1009,6,0,26,3,2021
59,uk,uk,uk,1615831200000.0,18.00,"सोमवार 15 मार्च 2021, 18.00 — 00.00",13,Clear.,25,22,1011,0,0,59,3,2021
60,True,मंगलवार 16 मार्च,16 मार्च,1615852800000.0,00.00,"मंगलवार 16 मार्च 2021, 00.00 — 06.00",13,Clear.,20,19,1011,0,0,73,3,2021
61,uk,uk,uk,1615874400000.0,06.00,"मंगलवार 16 मार्च 2021, 06.00 — 12.00",2,Scattered clouds.,30,21,1013,0,0,52,3,2021
62,uk,uk,uk,1615896000000.0,12.00,"मंगलवार 16 मार्च 2021, 12.00 — 18.00",1,Sunny.,34,33,1009,2,320,28,3,2021
63,uk,uk,uk,1615917600000.0,18.00,"मंगलवार 16 मार्च 2021, 18.00 — 00.00",13,Clear.,25,22,1011,0,0,58,3,2021
64,True,बुधवार 17 मार्च,17 मार्च,1615939200000.0,00.00,"बुधवार 17 मार्च 2021, 00.00 — 06.00",13,Clear.,20,19,1010,0,0,71,3,2021
65,uk,uk,uk,1615960800000.0,06.00,"बुधवार 17 मार्च 2021, 06.00 — 12.00",2,Scattered clouds.,34,23,1011,0,0,43,3,2021
66,uk,uk,uk,1615982400000.0,12.00,"बुधवार 17 मार्च 2021, 12.00 — 18.00",6,Partly sunny.,36,34,1007,2,320,24,3,2021
67,uk,uk,uk,1616004000000.0,18.00,"बुधवार 17 मार्च 2021, 18.00 — 00.00",13,Clear.,26,22,1009,0,0,54,3,2021
68,True,गुरुवार 18 मार्च,18 मार्च,1616025600000.0,00.00,"गुरुवार 18 मार्च 2021, 00.00 — 06.00",13,Clear.,21,19,1010,0,0,66,3,2021
69,uk,uk,uk,1616047200000.0,06.00,"गुरुवार 18 मार्च 2021, 06.00 — 12.00",2,Scattered clouds.,34,23,1011,0,0,38,3,2021
70,uk,uk,uk,1616068800000.0,12.00,"गुरुवार 18 मार्च 2021, 12.00 — 18.00",6,Partly sunny.,37,32,1007,3,230,20,3,2021
71,uk,uk,uk,1616090400000.0,18.00,"गुरुवार 18 मार्च 2021, 18.00 — 00.00",14,Passing clouds.,28,25,1010,2,320,45,3,2021
72,True,शुक्रवार 19 मार्च,19 मार्च,1616112000000.0,00.00,"शुक्रवार 19 मार्च 2021, 00.00 — 06.00",13,Clear.,25,25,1010,4,0,46,3,2021
73,uk,uk,uk,1616133600000.0,06.00,"शुक्रवार 19 मार्च 2021, 06.00 — 12.00",6,Partly sunny.,28,24,1012,0,0,51,3,2021
74,uk,uk,uk,1616155200000.0,12.00,"शुक्रवार 19 मार्च 2021, 12.00 — 18.00",1,Sunny.,33,31,1008,2,320,31,3,2021
75,uk,uk,uk,1616176800000.0,18.00,"शुक्रवार 19 मार्च 2021, 18.00 — 00.00",22,Thunderstorms. Passing clouds.,28,24,1009,2,230,40,3,2021
76,True,शनिवार 20 मार्च,20 मार्च,1616198400000.0,00.00,"शनिवार 20 मार्च 2021, 00.00 — 06.00",14,Passing clouds.,24,22,1009,1,230,50,3,2021
77,uk,uk,uk,1616220000000.0,06.00,"शनिवार 20 मार्च 2021, 06.00 — 12.00",3,Haze.,32,23,1010,3,270,44,3,2021
78,uk,uk,uk,1616241600000.0,12.00,"शनिवार 20 मार्च 2021, 12.00 — 18.00",1,Sunny.,34,34,1006,4,0,28,3,2021
79,uk,uk,uk,1616263200000.0,18.00,"शनिवार 20 मार्च 2021, 18.00 — 00.00",13,Clear.,25,22,1007,0,0,56,3,2021
80,True,रविवार 21 मार्च,21 मार्च,1616284800000.0,00.00,"रविवार 21 मार्च 2021, 00.00 — 06.00",13,Clear.,20,19,1008,0,0,67,3,2021
81,uk,uk,uk,1616306400000.0,06.00,"रविवार 21 मार्च 2021, 06.00 — 12.00",1,Sunny.,33,23,1010,2,0,44,3,2021
82,uk,uk,uk,1616328000000.0,12.00,"रविवार 21 मार्च 2021, 12.00 — 18.00",2,Scattered clouds.,37,35,1005,3,320,24,3,2021
83,uk,uk,uk,1616349600000.0,18.00,"रविवार 21 मार्च 2021, 18.00 — 00.00",13,Clear.,26,22,1008,0,0,48,3,2021
84,True,सोमवार 22 मार्च,22 मार्च,1616371200000.0,00.00,"सोमवार 22 मार्च 2021, 00.00 — 06.00",13,Clear.,21,19,1009,0,0,62,3,2021
85,uk,uk,uk,1616392800000.0,06.00,"सोमवार 22 मार्च 2021, 06.00 — 12.00",3,Haze.,33,24,1012,4,0,42,3,2021
86,uk,uk,uk,1616414400000.0,12.00,"सोमवार 22 मार्च 2021, 12.00 — 18.00",3,Haze.,36,35,1008,6,0,26,3,2021
87,uk,uk,uk,1616436000000.0,18.00,"सोमवार 22 मार्च 2021, 18.00 — 00.00",22,Thunderstorms. Passing clouds.,27,22,1013,6,0,56,3,2021
88,True,मंगलवार 23 मार्च,23 मार्च,1616457600000.0,00.00,"मंगलवार 23 मार्च 2021, 00.00 — 06.00",13,Clear.,22,19,1010,0,0,65,3,2021
89,uk,uk,uk,1616479200000.0,06.00,"मंगलवार 23 मार्च 2021, 06.00 — 12.00",3,Haze.,33,23,1013,2,180,44,3,2021
90,uk,uk,uk,1616500800000.0,12.00,"मंगलवार 23 मार्च 2021, 12.00 — 18.00",1,Sunny.,33,32,1010,7,50,33,3,2021
91,uk,uk,uk,1616522400000.0,18.00,"मंगलवार 23 मार्च 2021, 18.00 — 00.00",13,Clear.,21,19,1014,6,340,71,3,2021
92,True,बुधवार 24 मार्च,24 मार्च,1616544000000.0,00.00,"बुधवार 24 मार्च 2021, 00.00 — 06.00",14,Haze.,20,19,1013,0,0,68,3,2021
93,uk,uk,uk,1616565600000.0,06.00,"बुधवार 24 मार्च 2021, 06.00 — 12.00",1,Sunny.,31,22,1015,6,230,45,3,2021
94,uk,uk,uk,1616587200000.0,12.00,"बुधवार 24 मार्च 2021, 12.00 — 18.00",1,Sunny.,33,32,1010,0,0,31,3,2021
95,uk,uk,uk,1616608800000.0,18.00,"बुधवार 24 मार्च 2021, 18.00 — 00.00",13,Clear.,25,22,1012,0,0,61,3,2021
96,True,गुरुवार 25 मार्च,25 मार्च,1616630400000.0,00.00,"गुरुवार 25 मार्च 2021, 00.00 — 06.00",13,Clear.,20,20,1012,2,320,65,3,2021
97,uk,uk,uk,1616652000000.0,06.00,"गुरुवार 25 मार्च 2021, 06.00 — 12.00",1,Sunny.,30,25,1014,3,0,36,3,2021
98,uk,uk,uk,1616673600000.0,12.00,"गुरुवार 25 मार्च 2021, 12.00 — 18.00",1,Sunny.,33,31,1010,9,320,18,3,2021
99,uk,uk,uk,1616695200000.0,18.00,"गुरुवार 25 मार्च 2021, 18.00 — 00.00",13,Clear.,23,20,1013,0,0,53,3,2021
100,True,शुक्रवार 26 मार्च,26 मार्च,1616716800000.0,00.00,"शुक्रवार 26 मार्च 2021, 00.00 — 06.00",13,Clear.,16,16,1012,0,0,75,3,2021
101,uk,uk,uk,1616738400000.0,06.00,"शुक्रवार 26 मार्च 2021, 06.00 — 12.00",1,Sunny.,30,21,1013,4,320,42,3,2021
