,hl,hls,hlsh,date,ts,ds,icon,desc,temp,templow,baro,wind,wd,hum,Month,Year
0,True,शनिवार 1 अगस्त,1 अगस्त,1596240000000.0,00.00,"शनिवार 1 अगस्त 2020, 00.00 — 06.00",2,Scattered clouds.,28,28,1001,0,0,90,8,2020
1,uk,uk,uk,1596261600000.0,06.00,"शनिवार 1 अगस्त 2020, 06.00 — 12.00",6,Partly sunny.,35,31,1002,0,0,68,8,2020
2,uk,uk,uk,1596283200000.0,12.00,"शनिवार 1 अगस्त 2020, 12.00 — 18.00",6,Partly sunny.,34,28,999,0,0,76,8,2020
3,uk,uk,uk,1596304800000.0,18.00,"शनिवार 1 अगस्त 2020, 18.00 — 00.00",34,Light rain. Overcast.,28,28,1002,0,0,88,8,2020
4,True,रविवार 2 अगस्त,2 अगस्त,1596326400000.0,00.00,"रविवार 2 अगस्त 2020, 00.00 — 06.00",6,Partly sunny.,28,28,1001,0,0,92,8,2020
5,uk,uk,uk,1596348000000.0,06.00,"रविवार 2 अगस्त 2020, 06.00 — 12.00",7,Overcast.,34,29,1001,0,0,73,8,2020
6,uk,uk,uk,1596369600000.0,12.00,"रविवार 2 अगस्त 2020, 12.00 — 18.00",2,Scattered clouds.,36,35,996,1,320,60,8,2020
7,uk,uk,uk,1596391200000.0,18.00,"रविवार 2 अगस्त 2020, 18.00 — 00.00",14,Haze.,32,31,996,0,0,76,8,2020
8,True,सोमवार 3 अगस्त,3 अगस्त,1596412800000.0,00.00,"सोमवार 3 अगस्त 2020, 00.00 — 06.00",14,Passing clouds.,31,28,996,3,230,80,8,2020
9,uk,uk,uk,1596434400000.0,06.00,"सोमवार 3 अगस्त 2020, 06.00 — 12.00",6,Partly sunny.,31,27,998,6,230,75,8,2020
10,uk,uk,uk,1596456000000.0,12.00,"सोमवार 3 अगस्त 2020, 12.00 — 18.00",6,Partly sunny.,33,32,994,0,0,64,8,2020
11,uk,uk,uk,1596477600000.0,18.00,"सोमवार 3 अगस्त 2020, 18.00 — 00.00",14,Passing clouds.,31,30,994,2,270,79,8,2020
12,True,मंगलवार 4 अगस्त,4 अगस्त,1596499200000.0,00.00,"मंगलवार 4 अगस्त 2020, 00.00 — 06.00",14,Passing clouds.,29,27,994,3,50,79,8,2020
13,uk,uk,uk,1596520800000.0,06.00,"मंगलवार 4 अगस्त 2020, 06.00 — 12.00",7,Overcast.,32,25,995,0,0,84,8,2020
14,uk,uk,uk,1596542400000.0,12.00,"मंगलवार 4 अगस्त 2020, 12.00 — 18.00",2,Scattered clouds.,35,35,990,2,320,65,8,2020
15,uk,uk,uk,1596564000000.0,18.00,"मंगलवार 4 अगस्त 2020, 18.00 — 00.00",14,Passing clouds.,27,27,993,0,0,96,8,2020
16,True,बुधवार 5 अगस्त,5 अगस्त,1596585600000.0,00.00,"बुधवार 5 अगस्त 2020, 00.00 — 06.00",14,Passing clouds.,27,26,992,0,0,97,8,2020
17,uk,uk,uk,1596607200000.0,06.00,"बुधवार 5 अगस्त 2020, 06.00 — 12.00",7,Overcast.,29,27,994,0,0,97,8,2020
18,uk,uk,uk,1596628800000.0,12.00,"बुधवार 5 अगस्त 2020, 12.00 — 18.00",6,Partly sunny.,31,30,992,6,90,76,8,2020
19,uk,uk,uk,1596650400000.0,18.00,"बुधवार 5 अगस्त 2020, 18.00 — 00.00",13,Clear.,29,29,994,0,0,86,8,2020
20,True,गुरुवार 6 अगस्त,6 अगस्त,1596672000000.0,00.00,"गुरुवार 6 अगस्त 2020, 00.00 — 06.00",22,Thunderstorms. Overcast.,29,28,994,0,0,92,8,2020
21,uk,uk,uk,1596693600000.0,06.00,"गुरुवार 6 अगस्त 2020, 06.00 — 12.00",6,Partly sunny.,30,30,995,5,90,82,8,2020
22,uk,uk,uk,1596715200000.0,12.00,"गुरुवार 6 अगस्त 2020, 12.00 — 18.00",6,Partly sunny.,30,29,994,6,90,80,8,2020
23,uk,uk,uk,1596736800000.0,18.00,"गुरुवार 6 अगस्त 2020, 18.00 — 00.00",17,Overcast.,29,26,996,2,90,92,8,2020
24,True,शुक्रवार 7 अगस्त,7 अगस्त,1596758400000.0,00.00,"शुक्रवार 7 अगस्त 2020, 00.00 — 06.00",6,Partly sunny.,27,27,999,0,0,95,8,2020
25,uk,uk,uk,1596780000000.0,06.00,"शुक्रवार 7 अगस्त 2020, 06.00 — 12.00",6,Partly sunny.,32,32,1000,0,0,67,8,2020
26,uk,uk,uk,1596801600000.0,12.00,"शुक्रवार 7 अगस्त 2020, 12.00 — 18.00",6,Partly sunny.,33,31,998,0,0,74,8,2020
27,uk,uk,uk,1596823200000.0,18.00,"शुक्रवार 7 अगस्त 2020, 18.00 — 00.00",13,Clear.,30,29,1000,0,0,88,8,2020
28,True,शनिवार 8 अगस्त,8 अगस्त,1596844800000.0,00.00,"शनिवार 8 अगस्त 2020, 00.00 — 06.00",7,Overcast.,28,28,998,0,0,94,8,2020
29,uk,uk,uk,1596866400000.0,06.00,"शनिवार 8 अगस्त 2020, 06.00 — 12.00",6,Partly sunny.,34,29,998,0,0,76,8,2020
30,uk,uk,uk,1596888000000.0,12.00,"शनिवार 8 अगस्त 2020, 12.00 — 18.00",6,Partly sunny.,35,30,996,5,230,72,8,2020
31,uk,uk,uk,1596909600000.0,18.00,"शनिवार 8 अगस्त 2020, 18.00 — 00.00",14,Passing clouds.,27,27,998,2,230,95,8,2020
32,True,रविवार 9 अगस्त,9 अगस्त,1596931200000.0,00.00,"रविवार 9 अगस्त 2020, 00.00 — 06.00",14,Passing clouds.,28,27,998,2,230,92,8,2020
33,uk,uk,uk,1596952800000.0,06.00,"रविवार 9 अगस्त 2020, 06.00 — 12.00",7,Overcast.,31,29,998,2,230,84,8,2020
