,hl,hls,hlsh,date,ts,ds,icon,desc,temp,templow,baro,wind,wd,hum,Month,Year
0,True,गुरुवार 1 अगस्त,1 अगस्त,1564617600000.0,00.00,"गुरुवार 1 अगस्त 2019, 00.00 — 06.00",14,Passing clouds.,28,28,998,0,0,90,8,2019
1,uk,uk,uk,1564639200000.0,06.00,"गुरुवार 1 अगस्त 2019, 06.00 — 12.00",7,Overcast.,33,29,999,2,50,77,8,2019
2,uk,uk,uk,1564660800000.0,12.00,"गुरुवार 1 अगस्त 2019, 12.00 — 18.00",7,Overcast.,33,30,996,0,0,76,8,2019
3,uk,uk,uk,1564682400000.0,18.00,"गुरुवार 1 अगस्त 2019, 18.00 — 00.00",14,Passing clouds.,30,29,998,0,0,84,8,2019
4,True,शुक्रवार 2 अगस्त,2 अगस्त,1564704000000.0,00.00,"शुक्रवार 2 अगस्त 2019, 00.00 — 06.00",14,Passing clouds.,28,28,997,1,320,88,8,2019
5,uk,uk,uk,1564725600000.0,06.00,"शुक्रवार 2 अगस्त 2019, 06.00 — 12.00",6,Partly sunny.,33,30,998,0,0,78,8,2019
6,uk,uk,uk,1564747200000.0,12.00,"शुक्रवार 2 अगस्त 2019, 12.00 — 18.00",18,Drizzle. Overcast.,29,28,996,0,0,95,8,2019
7,uk,uk,uk,1564768800000.0,18.00,"शुक्रवार 2 अगस्त 2019, 18.00 — 00.00",17,Overcast.,27,27,998,0,0,94,8,2019
8,True,शनिवार 3 अगस्त,3 अगस्त,1564790400000.0,00.00,"शनिवार 3 अगस्त 2019, 00.00 — 06.00",14,Passing clouds.,27,27,996,1,0,94,8,2019
9,uk,uk,uk,1564812000000.0,06.00,"शनिवार 3 अगस्त 2019, 06.00 — 12.00",7,Overcast.,32,29,997,2,50,85,8,2019
10,uk,uk,uk,1564833600000.0,12.00,"शनिवार 3 अगस्त 2019, 12.00 — 18.00",22,Thunderstorms. Overcast.,29,29,996,5,0,84,8,2019
11,uk,uk,uk,1564855200000.0,18.00,"शनिवार 3 अगस्त 2019, 18.00 — 00.00",14,Passing clouds.,29,28,997,0,0,90,8,2019
12,True,रविवार 4 अगस्त,4 अगस्त,1564876800000.0,00.00,"रविवार 4 अगस्त 2019, 00.00 — 06.00",6,Partly sunny.,28,28,996,0,0,94,8,2019
13,uk,uk,uk,1564898400000.0,06.00,"रविवार 4 अगस्त 2019, 06.00 — 12.00",7,Overcast.,32,28,998,0,0,82,8,2019
14,uk,uk,uk,1564920000000.0,12.00,"रविवार 4 अगस्त 2019, 12.00 — 18.00",7,Overcast.,34,34,994,2,0,69,8,2019
15,uk,uk,uk,1564941600000.0,18.00,"रविवार 4 अगस्त 2019, 18.00 — 00.00",14,Passing clouds.,29,29,996,0,0,92,8,2019
