,hl,hls,hlsh,date,ts,ds,icon,desc,temp,templow,baro,wind,wd,hum,Month,Year
0,True,शुक्रवार 1 अक्टूबर,1 अक्टूबर,1633046400000.0,00.00,"शुक्रवार 1 अक्टूबर 2021, 00.00 — 06.00",13,Clear.,26.0,25.0,1009,0,0,89,10,2021
1,uk,uk,uk,1633068000000.0,06.00,"शुक्रवार 1 अक्टूबर 2021, 06.00 — 12.00",2,Scattered clouds.,33.0,33.0,1009,0,0,56,10,2021
2,uk,uk,uk,1633089600000.0,12.00,"शुक्रवार 1 अक्टूबर 2021, 12.00 — 18.00",6,Partly sunny.,34.0,34.0,1006,0,0,55,10,2021
3,uk,uk,uk,1633111200000.0,18.00,"शुक्रवार 1 अक्टूबर 2021, 18.00 — 00.00",13,Clear.,28.0,27.0,1008,0,0,84,10,2021
4,True,शनिवार 2 अक्टूबर,2 अक्टूबर,1633132800000.0,00.00,"शनिवार 2 अक्टूबर 2021, 00.00 — 06.00",13,Clear.,26.0,26.0,1007,0,0,89,10,2021
5,uk,uk,uk,1633154400000.0,06.00,"शनिवार 2 अक्टूबर 2021, 06.00 — 12.00",1,Sunny.,34.0,29.0,1008,0,0,70,10,2021
6,uk,uk,uk,1633176000000.0,12.00,"शनिवार 2 अक्टूबर 2021, 12.00 — 18.00",6,Partly sunny.,35.0,30.0,1005,0,0,66,10,2021
7,uk,uk,uk,1633197600000.0,18.00,"शनिवार 2 अक्टूबर 2021, 18.00 — 00.00",13,Clear.,28.0,27.0,1007,0,0,79,10,2021
8,True,रविवार 3 अक्टूबर,3 अक्टूबर,1633219200000.0,00.00,"रविवार 3 अक्टूबर 2021, 00.00 — 06.00",13,Clear.,27.0,26.0,1006,0,0,81,10,2021
9,uk,uk,uk,1633240800000.0,06.00,"रविवार 3 अक्टूबर 2021, 06.00 — 12.00",1,Sunny.,28.0,28.0,1007,0,0,78,10,2021
10,uk,uk,uk,1633262400000.0,12.00,"रविवार 3 अक्टूबर 2021, 12.00 — 18.00",2,Scattered clouds.,35.0,33.0,1003,3,230,56,10,2021
11,uk,uk,uk,1633284000000.0,18.00,"रविवार 3 अक्टूबर 2021, 18.00 — 00.00",14,Passing clouds.,29.0,29.0,1005,0,0,80,10,2021
12,True,सोमवार 4 अक्टूबर,4 अक्टूबर,1633305600000.0,00.00,"सोमवार 4 अक्टूबर 2021, 00.00 — 06.00",13,Clear.,29.0,27.0,1004,0,0,86,10,2021
13,uk,uk,uk,1633327200000.0,06.00,"सोमवार 4 अक्टूबर 2021, 06.00 — 12.00",36,No weather data available,,,0,0,0,0,10,2021
14,uk,uk,uk,1633348800000.0,12.00,"सोमवार 4 अक्टूबर 2021, 12.00 — 18.00",6,Partly sunny.,32.0,32.0,1003,0,0,74,10,2021
15,uk,uk,uk,1633370400000.0,18.00,"सोमवार 4 अक्टूबर 2021, 18.00 — 00.00",13,Clear.,29.0,28.0,1006,0,0,84,10,2021
16,True,मंगलवार 5 अक्टूबर,5 अक्टूबर,1633392000000.0,00.00,"मंगलवार 5 अक्टूबर 2021, 00.00 — 06.00",13,Clear.,27.0,26.0,1006,0,0,90,10,2021
17,uk,uk,uk,1633413600000.0,06.00,"मंगलवार 5 अक्टूबर 2021, 06.00 — 12.00",3,Haze.,34.0,29.0,1009,0,0,68,10,2021
18,uk,uk,uk,1633435200000.0,12.00,"मंगलवार 5 अक्टूबर 2021, 12.00 — 18.00",6,Partly sunny.,34.0,32.0,1006,0,0,64,10,2021
19,uk,uk,uk,1633456800000.0,18.00,"मंगलवार 5 अक्टूबर 2021, 18.00 — 00.00",13,Clear.,29.0,28.0,1008,0,0,84,10,2021
20,True,बुधवार 6 अक्टूबर,6 अक्टूबर,1633478400000.0,00.00,"बुधवार 6 अक्टूबर 2021, 00.00 — 06.00",13,Clear.,27.0,27.0,1008,0,0,90,10,2021
21,uk,uk,uk,1633500000000.0,06.00,"बुधवार 6 अक्टूबर 2021, 06.00 — 12.00",1,Sunny.,34.0,29.0,1009,0,0,69,10,2021
22,uk,uk,uk,1633521600000.0,12.00,"बुधवार 6 अक्टूबर 2021, 12.00 — 18.00",2,Scattered clouds.,34.0,32.0,1005,0,0,62,10,2021
23,uk,uk,uk,1633543200000.0,18.00,"बुधवार 6 अक्टूबर 2021, 18.00 — 00.00",13,Clear.,29.0,28.0,1006,0,0,83,10,2021
24,True,गुरुवार 7 अक्टूबर,7 अक्टूबर,1633564800000.0,00.00,"गुरुवार 7 अक्टूबर 2021, 00.00 — 06.00",13,Clear.,26.0,26.0,1006,0,0,90,10,2021
25,uk,uk,uk,1633586400000.0,06.00,"गुरुवार 7 अक्टूबर 2021, 06.00 — 12.00",1,Sunny.,33.0,28.0,1008,0,0,67,10,2021
26,uk,uk,uk,1633608000000.0,12.00,"गुरुवार 7 अक्टूबर 2021, 12.00 — 18.00",3,Haze.,35.0,32.0,1004,0,0,52,10,2021
27,uk,uk,uk,1633629600000.0,18.00,"गुरुवार 7 अक्टूबर 2021, 18.00 — 00.00",13,Clear.,27.0,25.0,1005,0,0,80,10,2021
28,True,शुक्रवार 8 अक्टूबर,8 अक्टूबर,1633651200000.0,00.00,"शुक्रवार 8 अक्टूबर 2021, 00.00 — 06.00",13,Clear.,24.0,23.0,1005,0,0,90,10,2021
29,uk,uk,uk,1633672800000.0,06.00,"शुक्रवार 8 अक्टूबर 2021, 06.00 — 12.00",1,Sunny.,34.0,26.0,1007,0,0,64,10,2021
30,uk,uk,uk,1633694400000.0,12.00,"शुक्रवार 8 अक्टूबर 2021, 12.00 — 18.00",1,Sunny.,36.0,31.0,1004,0,0,44,10,2021
31,uk,uk,uk,1633716000000.0,18.00,"शुक्रवार 8 अक्टूबर 2021, 18.00 — 00.00",13,Clear.,26.0,24.0,1005,0,0,77,10,2021
32,True,शनिवार 9 अक्टूबर,9 अक्टूबर,1633737600000.0,00.00,"शनिवार 9 अक्टूबर 2021, 00.00 — 06.00",13,Clear.,23.0,22.0,1006,0,0,86,10,2021
33,uk,uk,uk,1633759200000.0,06.00,"शनिवार 9 अक्टूबर 2021, 06.00 — 12.00",1,Sunny.,35.0,25.0,1007,0,0,61,10,2021
34,uk,uk,uk,1633780800000.0,12.00,"शनिवार 9 अक्टूबर 2021, 12.00 — 18.00",1,Sunny.,37.0,32.0,1004,0,0,42,10,2021
35,uk,uk,uk,1633802400000.0,18.00,"शनिवार 9 अक्टूबर 2021, 18.00 — 00.00",13,Clear.,26.0,24.0,1006,0,0,74,10,2021
36,True,रविवार 10 अक्टूबर,10 अक्टूबर,1633824000000.0,00.00,"रविवार 10 अक्टूबर 2021, 00.00 — 06.00",13,Clear.,23.0,22.0,1006,0,0,84,10,2021
37,uk,uk,uk,1633845600000.0,06.00,"रविवार 10 अक्टूबर 2021, 06.00 — 12.00",1,Sunny.,26.0,26.0,1008,0,0,81,10,2021
38,uk,uk,uk,1633867200000.0,12.00,"रविवार 10 अक्टूबर 2021, 12.00 — 18.00",13,Clear.,32.0,32.0,1004,0,0,58,10,2021
39,uk,uk,uk,1633888800000.0,18.00,"रविवार 10 अक्टूबर 2021, 18.00 — 00.00",13,Clear.,26.0,24.0,1006,0,0,76,10,2021
40,True,सोमवार 11 अक्टूबर,11 अक्टूबर,1633910400000.0,00.00,"सोमवार 11 अक्टूबर 2021, 00.00 — 06.00",13,Clear.,23.0,22.0,1006,0,0,88,10,2021
41,uk,uk,uk,1633932000000.0,06.00,"सोमवार 11 अक्टूबर 2021, 06.00 — 12.00",1,Sunny.,35.0,25.0,1007,0,0,58,10,2021
42,uk,uk,uk,1633953600000.0,12.00,"सोमवार 11 अक्टूबर 2021, 12.00 — 18.00",3,Haze.,37.0,31.0,1004,0,0,43,10,2021
43,uk,uk,uk,1633975200000.0,18.00,"सोमवार 11 अक्टूबर 2021, 18.00 — 00.00",13,Clear.,26.0,24.0,1006,0,0,80,10,2021
44,True,मंगलवार 12 अक्टूबर,12 अक्टूबर,1633996800000.0,00.00,"मंगलवार 12 अक्टूबर 2021, 00.00 — 06.00",13,Clear.,23.0,22.0,1005,0,0,89,10,2021
45,uk,uk,uk,1634018400000.0,06.00,"मंगलवार 12 अक्टूबर 2021, 06.00 — 12.00",3,Haze.,35.0,27.0,1007,0,0,59,10,2021
46,uk,uk,uk,1634040000000.0,12.00,"मंगलवार 12 अक्टूबर 2021, 12.00 — 18.00",3,Haze.,36.0,32.0,1004,3,320,43,10,2021
47,uk,uk,uk,1634061600000.0,18.00,"मंगलवार 12 अक्टूबर 2021, 18.00 — 00.00",13,Clear.,25.0,24.0,1006,0,0,74,10,2021
48,True,बुधवार 13 अक्टूबर,13 अक्टूबर,1634083200000.0,00.00,"बुधवार 13 अक्टूबर 2021, 00.00 — 06.00",13,Clear.,21.0,21.0,1006,0,0,89,10,2021
49,uk,uk,uk,1634104800000.0,06.00,"बुधवार 13 अक्टूबर 2021, 06.00 — 12.00",1,Sunny.,33.0,26.0,1008,0,0,54,10,2021
50,uk,uk,uk,1634126400000.0,12.00,"बुधवार 13 अक्टूबर 2021, 12.00 — 18.00",1,Sunny.,36.0,31.0,1004,2,0,40,10,2021
51,uk,uk,uk,1634148000000.0,18.00,"बुधवार 13 अक्टूबर 2021, 18.00 — 00.00",13,Clear.,24.0,21.0,1007,0,0,68,10,2021
52,True,गुरुवार 14 अक्टूबर,14 अक्टूबर,1634169600000.0,00.00,"गुरुवार 14 अक्टूबर 2021, 00.00 — 06.00",13,Clear.,21.0,19.0,1007,0,0,75,10,2021
53,uk,uk,uk,1634191200000.0,06.00,"गुरुवार 14 अक्टूबर 2021, 06.00 — 12.00",1,Sunny.,32.0,25.0,1008,3,320,44,10,2021
54,uk,uk,uk,1634212800000.0,12.00,"गुरुवार 14 अक्टूबर 2021, 12.00 — 18.00",1,Sunny.,33.0,29.0,1005,2,0,38,10,2021
55,uk,uk,uk,1634234400000.0,18.00,"गुरुवार 14 अक्टूबर 2021, 18.00 — 00.00",13,Clear.,22.0,21.0,1006,0,0,72,10,2021
56,True,शुक्रवार 15 अक्टूबर,15 अक्टूबर,1634256000000.0,00.00,"शुक्रवार 15 अक्टूबर 2021, 00.00 — 06.00",13,Clear.,18.0,18.0,1005,0,0,84,10,2021
57,uk,uk,uk,1634277600000.0,06.00,"शुक्रवार 15 अक्टूबर 2021, 06.00 — 12.00",1,Sunny.,31.0,22.0,1006,0,0,60,10,2021
58,uk,uk,uk,1634299200000.0,12.00,"शुक्रवार 15 अक्टूबर 2021, 12.00 — 18.00",1,Sunny.,34.0,29.0,1002,0,0,44,10,2021
59,uk,uk,uk,1634320800000.0,18.00,"शुक्रवार 15 अक्टूबर 2021, 18.00 — 00.00",13,Clear.,24.0,22.0,1004,0,0,79,10,2021
60,True,शनिवार 16 अक्टूबर,16 अक्टूबर,1634342400000.0,00.00,"शनिवार 16 अक्टूबर 2021, 00.00 — 06.00",13,Clear.,21.0,20.0,1004,0,0,84,10,2021
61,uk,uk,uk,1634364000000.0,06.00,"शनिवार 16 अक्टूबर 2021, 06.00 — 12.00",1,Sunny.,33.0,24.0,1006,0,0,59,10,2021
62,uk,uk,uk,1634385600000.0,12.00,"शनिवार 16 अक्टूबर 2021, 12.00 — 18.00",13,Clear.,31.0,31.0,1002,0,0,62,10,2021
63,uk,uk,uk,1634407200000.0,18.00,"शनिवार 16 अक्टूबर 2021, 18.00 — 00.00",13,Clear.,26.0,24.0,1005,0,0,77,10,2021
64,True,रविवार 17 अक्टूबर,17 अक्टूबर,1634428800000.0,00.00,"रविवार 17 अक्टूबर 2021, 00.00 — 06.00",13,Clear.,24.0,24.0,1005,0,0,88,10,2021
