,hl,hls,hlsh,date,ts,ds,icon,desc,temp,templow,baro,wind,wd,hum,Month,Year
0,True,बुधवार 1 सितंबर,1 सितंबर,1630454400000.0,00.00,"बुधवार 1 सितंबर 2021, 00.00 — 06.00",6,Partly sunny.,27,27,1005,0,0,96,9,2021
1,uk,uk,uk,1630476000000.0,06.00,"बुधवार 1 सितंबर 2021, 06.00 — 12.00",7,Overcast.,32,28,1006,0,0,82,9,2021
2,uk,uk,uk,1630497600000.0,12.00,"बुधवार 1 सितंबर 2021, 12.00 — 18.00",6,Partly sunny.,33,32,1002,0,0,70,9,2021
3,uk,uk,uk,1630519200000.0,18.00,"बुधवार 1 सितंबर 2021, 18.00 — 00.00",14,Haze.,30,28,1004,0,0,87,9,2021
4,True,गुरुवार 2 सितंबर,2 सितंबर,1630540800000.0,00.00,"गुरुवार 2 सितंबर 2021, 00.00 — 06.00",14,Passing clouds.,27,27,1004,0,0,94,9,2021
5,uk,uk,uk,1630562400000.0,06.00,"गुरुवार 2 सितंबर 2021, 06.00 — 12.00",6,Partly sunny.,32,32,1004,0,0,72,9,2021
6,uk,uk,uk,1630584000000.0,12.00,"गुरुवार 2 सितंबर 2021, 12.00 — 18.00",2,Scattered clouds.,35,32,1001,0,0,69,9,2021
7,uk,uk,uk,1630605600000.0,18.00,"गुरुवार 2 सितंबर 2021, 18.00 — 00.00",13,Clear.,29,28,1004,0,0,84,9,2021
8,True,शुक्रवार 3 सितंबर,3 सितंबर,1630627200000.0,00.00,"शुक्रवार 3 सितंबर 2021, 00.00 — 06.00",14,Passing clouds.,27,27,1003,0,0,88,9,2021
9,uk,uk,uk,1630648800000.0,06.00,"शुक्रवार 3 सितंबर 2021, 06.00 — 12.00",6,Partly sunny.,28,28,1004,0,0,83,9,2021
10,uk,uk,uk,1630670400000.0,12.00,"शुक्रवार 3 सितंबर 2021, 12.00 — 18.00",6,Partly sunny.,32,31,1001,2,50,73,9,2021
11,uk,uk,uk,1630692000000.0,18.00,"शुक्रवार 3 सितंबर 2021, 18.00 — 00.00",17,Overcast.,27,27,1003,0,0,84,9,2021
12,True,शनिवार 4 सितंबर,4 सितंबर,1630713600000.0,00.00,"शनिवार 4 सितंबर 2021, 00.00 — 06.00",14,Passing clouds.,27,27,1002,0,0,88,9,2021
13,uk,uk,uk,1630735200000.0,06.00,"शनिवार 4 सितंबर 2021, 06.00 — 12.00",6,Partly sunny.,31,31,1004,0,0,72,9,2021
14,uk,uk,uk,1630756800000.0,12.00,"शनिवार 4 सितंबर 2021, 12.00 — 18.00",6,Partly sunny.,34,30,1000,0,0,74,9,2021
15,uk,uk,uk,1630778400000.0,18.00,"शनिवार 4 सितंबर 2021, 18.00 — 00.00",14,Passing clouds.,27,27,1002,0,0,91,9,2021
16,True,रविवार 5 सितंबर,5 सितंबर,1630800000000.0,00.00,"रविवार 5 सितंबर 2021, 00.00 — 06.00",14,Haze.,27,26,1002,0,0,93,9,2021
17,uk,uk,uk,1630821600000.0,06.00,"रविवार 5 सितंबर 2021, 06.00 — 12.00",3,Haze.,32,29,1004,0,0,80,9,2021
18,uk,uk,uk,1630843200000.0,12.00,"रविवार 5 सितंबर 2021, 12.00 — 18.00",6,Partly sunny.,34,33,1000,0,0,70,9,2021
19,uk,uk,uk,1630864800000.0,18.00,"रविवार 5 सितंबर 2021, 18.00 — 00.00",14,Haze.,29,28,1003,0,0,85,9,2021
20,True,सोमवार 6 सितंबर,6 सितंबर,1630886400000.0,00.00,"सोमवार 6 सितंबर 2021, 00.00 — 06.00",13,Clear.,27,27,1003,0,0,92,9,2021
21,uk,uk,uk,1630908000000.0,06.00,"सोमवार 6 सितंबर 2021, 06.00 — 12.00",2,Scattered clouds.,34,29,1005,0,0,73,9,2021
22,uk,uk,uk,1630929600000.0,12.00,"सोमवार 6 सितंबर 2021, 12.00 — 18.00",22,Thunderstorms. Partly sunny.,30,29,1002,0,0,84,9,2021
23,uk,uk,uk,1630951200000.0,18.00,"सोमवार 6 सितंबर 2021, 18.00 — 00.00",14,Haze.,28,27,1004,0,0,88,9,2021
24,True,मंगलवार 7 सितंबर,7 सितंबर,1630972800000.0,00.00,"मंगलवार 7 सितंबर 2021, 00.00 — 06.00",14,Passing clouds.,27,27,1004,0,0,93,9,2021
25,uk,uk,uk,1630994400000.0,06.00,"मंगलवार 7 सितंबर 2021, 06.00 — 12.00",7,Overcast.,32,29,1006,2,90,82,9,2021
26,uk,uk,uk,1631016000000.0,12.00,"मंगलवार 7 सितंबर 2021, 12.00 — 18.00",6,Partly sunny.,33,33,1001,4,50,69,9,2021
27,uk,uk,uk,1631037600000.0,18.00,"मंगलवार 7 सितंबर 2021, 18.00 — 00.00",14,Passing clouds.,29,28,1003,0,0,82,9,2021
28,True,बुधवार 8 सितंबर,8 सितंबर,1631059200000.0,00.00,"बुधवार 8 सितंबर 2021, 00.00 — 06.00",14,Passing clouds.,27,27,1003,0,0,87,9,2021
29,uk,uk,uk,1631080800000.0,06.00,"बुधवार 8 सितंबर 2021, 06.00 — 12.00",6,Partly sunny.,31,29,1004,5,50,74,9,2021
30,uk,uk,uk,1631102400000.0,12.00,"बुधवार 8 सितंबर 2021, 12.00 — 18.00",7,Overcast.,31,31,1000,4,50,73,9,2021
31,uk,uk,uk,1631124000000.0,18.00,"बुधवार 8 सितंबर 2021, 18.00 — 00.00",14,Passing clouds.,28,28,1002,0,0,85,9,2021
32,True,गुरुवार 9 सितंबर,9 सितंबर,1631145600000.0,00.00,"गुरुवार 9 सितंबर 2021, 00.00 — 06.00",14,Haze.,27,26,1002,0,0,89,9,2021
33,uk,uk,uk,1631167200000.0,06.00,"गुरुवार 9 सितंबर 2021, 06.00 — 12.00",7,Overcast.,31,31,1003,4,140,75,9,2021
34,uk,uk,uk,1631188800000.0,12.00,"गुरुवार 9 सितंबर 2021, 12.00 — 18.00",7,Overcast.,33,29,999,0,0,77,9,2021
35,uk,uk,uk,1631210400000.0,18.00,"गुरुवार 9 सितंबर 2021, 18.00 — 00.00",17,Overcast.,27,27,1002,0,0,92,9,2021
36,True,शुक्रवार 10 सितंबर,10 सितंबर,1631232000000.0,00.00,"शुक्रवार 10 सितंबर 2021, 00.00 — 06.00",7,Overcast.,26,26,1002,0,0,92,9,2021
