,hl,hls,hlsh,date,ts,ds,icon,desc,temp,templow,baro,wind,wd,hum,Month,Year
0,True,मंगलवार 1 जनवरी,1 जनवरी,1546300800000.0,00.00,"मंगलवार 1 जनवरी 2019, 00.00 — 06.00",13,Clear.,8,6,1021,0,0,96,1,2019
1,uk,uk,uk,1546322400000.0,06.00,"मंगलवार 1 जनवरी 2019, 06.00 — 12.00",1,Sunny.,20,7,1022,0,0,68,1,2019
2,uk,uk,uk,1546344000000.0,12.00,"मंगलवार 1 जनवरी 2019, 12.00 — 18.00",1,Sunny.,26,20,1018,1,50,48,1,2019
3,uk,uk,uk,1546365600000.0,18.00,"मंगलवार 1 जनवरी 2019, 18.00 — 00.00",13,Clear.,13,10,1020,0,0,88,1,2019
4,True,बुधवार 2 जनवरी,2 जनवरी,1546387200000.0,00.00,"बुधवार 2 जनवरी 2019, 00.00 — 06.00",13,Clear.,9,8,1020,0,0,94,1,2019
5,uk,uk,uk,1546408800000.0,06.00,"बुधवार 2 जनवरी 2019, 06.00 — 12.00",1,Sunny.,19,8,1021,1,90,72,1,2019
6,uk,uk,uk,1546430400000.0,12.00,"बुधवार 2 जनवरी 2019, 12.00 — 18.00",1,Sunny.,24,20,1018,0,0,58,1,2019
7,uk,uk,uk,1546452000000.0,18.00,"बुधवार 2 जनवरी 2019, 18.00 — 00.00",13,Clear.,13,11,1021,0,0,89,1,2019
8,True,गुरुवार 3 जनवरी,3 जनवरी,1546473600000.0,00.00,"गुरुवार 3 जनवरी 2019, 00.00 — 06.00",13,Clear.,10,8,1022,0,0,94,1,2019
9,uk,uk,uk,1546495200000.0,06.00,"गुरुवार 3 जनवरी 2019, 06.00 — 12.00",9,Fog.,21,9,1023,0,0,75,1,2019
10,uk,uk,uk,1546516800000.0,12.00,"गुरुवार 3 जनवरी 2019, 12.00 — 18.00",1,Sunny.,25,20,1019,0,0,54,1,2019
11,uk,uk,uk,1546538400000.0,18.00,"गुरुवार 3 जनवरी 2019, 18.00 — 00.00",13,Clear.,13,11,1022,0,0,90,1,2019
12,True,शुक्रवार 4 जनवरी,4 जनवरी,1546560000000.0,00.00,"शुक्रवार 4 जनवरी 2019, 00.00 — 06.00",13,Clear.,9,8,1021,0,0,95,1,2019
13,uk,uk,uk,1546581600000.0,06.00,"शुक्रवार 4 जनवरी 2019, 06.00 — 12.00",9,Fog.,19,9,1022,0,0,72,1,2019
14,uk,uk,uk,1546603200000.0,12.00,"शुक्रवार 4 जनवरी 2019, 12.00 — 18.00",6,Partly sunny.,23,19,1018,0,0,57,1,2019
15,uk,uk,uk,1546624800000.0,18.00,"शुक्रवार 4 जनवरी 2019, 18.00 — 00.00",14,Haze.,14,12,1020,0,0,88,1,2019
16,True,शनिवार 5 जनवरी,5 जनवरी,1546646400000.0,00.00,"शनिवार 5 जनवरी 2019, 00.00 — 06.00",14,Passing clouds.,11,10,1020,0,0,87,1,2019
17,uk,uk,uk,1546668000000.0,06.00,"शनिवार 5 जनवरी 2019, 06.00 — 12.00",6,Partly sunny.,21,11,1020,2,140,66,1,2019
18,uk,uk,uk,1546689600000.0,12.00,"शनिवार 5 जनवरी 2019, 12.00 — 18.00",1,Sunny.,24,20,1016,2,0,54,1,2019
19,uk,uk,uk,1546711200000.0,18.00,"शनिवार 5 जनवरी 2019, 18.00 — 00.00",13,Clear.,14,12,1017,0,0,88,1,2019
20,True,रविवार 6 जनवरी,6 जनवरी,1546732800000.0,00.00,"रविवार 6 जनवरी 2019, 00.00 — 06.00",13,Clear.,10,9,1016,0,0,92,1,2019
21,uk,uk,uk,1546754400000.0,06.00,"रविवार 6 जनवरी 2019, 06.00 — 12.00",1,Sunny.,15,9,1016,0,0,86,1,2019
22,uk,uk,uk,1546776000000.0,12.00,"रविवार 6 जनवरी 2019, 12.00 — 18.00",1,Sunny.,20,18,1015,2,320,72,1,2019
23,uk,uk,uk,1546797600000.0,18.00,"रविवार 6 जनवरी 2019, 18.00 — 00.00",13,Clear.,14,13,1018,5,0,91,1,2019
24,True,सोमवार 7 जनवरी,7 जनवरी,1546819200000.0,00.00,"सोमवार 7 जनवरी 2019, 00.00 — 06.00",14,Fog.,11,11,1018,0,0,92,1,2019
25,uk,uk,uk,1546840800000.0,06.00,"सोमवार 7 जनवरी 2019, 06.00 — 12.00",9,Fog.,17,12,1020,6,50,80,1,2019
26,uk,uk,uk,1546862400000.0,12.00,"सोमवार 7 जनवरी 2019, 12.00 — 18.00",1,Sunny.,21,18,1020,2,320,66,1,2019
27,uk,uk,uk,1546884000000.0,18.00,"सोमवार 7 जनवरी 2019, 18.00 — 00.00",13,Clear.,13,13,1020,0,0,90,1,2019
28,True,मंगलवार 8 जनवरी,8 जनवरी,1546905600000.0,00.00,"मंगलवार 8 जनवरी 2019, 00.00 — 06.00",13,Clear.,11,11,1019,0,0,90,1,2019
29,uk,uk,uk,1546927200000.0,06.00,"मंगलवार 8 जनवरी 2019, 06.00 — 12.00",1,Sunny.,18,9,1020,0,0,78,1,2019
30,uk,uk,uk,1546948800000.0,12.00,"मंगलवार 8 जनवरी 2019, 12.00 — 18.00",1,Sunny.,22,19,1015,2,320,54,1,2019
31,uk,uk,uk,1546970400000.0,18.00,"मंगलवार 8 जनवरी 2019, 18.00 — 00.00",13,Clear.,12,9,1017,0,0,92,1,2019
32,True,बुधवार 9 जनवरी,9 जनवरी,1546992000000.0,00.00,"बुधवार 9 जनवरी 2019, 00.00 — 06.00",13,Clear.,8,8,1018,0,0,97,1,2019
33,uk,uk,uk,1547013600000.0,06.00,"बुधवार 9 जनवरी 2019, 06.00 — 12.00",9,Fog.,18,8,1019,2,0,74,1,2019
34,uk,uk,uk,1547035200000.0,12.00,"बुधवार 9 जनवरी 2019, 12.00 — 18.00",1,Sunny.,21,18,1017,2,50,52,1,2019
35,uk,uk,uk,1547056800000.0,18.00,"बुधवार 9 जनवरी 2019, 18.00 — 00.00",13,Clear.,11,8,1018,0,0,90,1,2019
36,True,गुरुवार 10 जनवरी,10 जनवरी,1547078400000.0,00.00,"गुरुवार 10 जनवरी 2019, 00.00 — 06.00",13,Clear.,7,6,1018,0,0,94,1,2019
37,uk,uk,uk,1547100000000.0,06.00,"गुरुवार 10 जनवरी 2019, 06.00 — 12.00",1,Sunny.,19,7,1019,0,0,68,1,2019
38,uk,uk,uk,1547121600000.0,12.00,"गुरुवार 10 जनवरी 2019, 12.00 — 18.00",1,Sunny.,23,19,1015,0,0,61,1,2019
39,uk,uk,uk,1547143200000.0,18.00,"गुरुवार 10 जनवरी 2019, 18.00 — 00.00",13,Clear.,11,9,1017,0,0,89,1,2019
40,True,शुक्रवार 11 जनवरी,11 जनवरी,1547164800000.0,00.00,"शुक्रवार 11 जनवरी 2019, 00.00 — 06.00",13,Clear.,6,6,1018,0,0,97,1,2019
41,uk,uk,uk,1547186400000.0,06.00,"शुक्रवार 11 जनवरी 2019, 06.00 — 12.00",1,Sunny.,19,7,1020,0,0,70,1,2019
42,uk,uk,uk,1547208000000.0,12.00,"शुक्रवार 11 जनवरी 2019, 12.00 — 18.00",1,Sunny.,22,19,1017,0,0,53,1,2019
43,uk,uk,uk,1547229600000.0,18.00,"शुक्रवार 11 जनवरी 2019, 18.00 — 00.00",13,Clear.,13,10,1019,0,0,89,1,2019
44,True,शनिवार 12 जनवरी,12 जनवरी,1547251200000.0,00.00,"शनिवार 12 जनवरी 2019, 00.00 — 06.00",13,Clear.,8,7,1018,0,0,94,1,2019
45,uk,uk,uk,1547272800000.0,06.00,"शनिवार 12 जनवरी 2019, 06.00 — 12.00",1,Sunny.,19,8,1020,0,0,74,1,2019
46,uk,uk,uk,1547294400000.0,12.00,"शनिवार 12 जनवरी 2019, 12.00 — 18.00",1,Sunny.,22,19,1015,0,0,54,1,2019
47,uk,uk,uk,1547316000000.0,18.00,"शनिवार 12 जनवरी 2019, 18.00 — 00.00",13,Clear.,13,10,1018,0,0,87,1,2019
48,True,रविवार 13 जनवरी,13 जनवरी,1547337600000.0,00.00,"रविवार 13 जनवरी 2019, 00.00 — 06.00",13,Clear.,9,8,1018,0,0,93,1,2019
49,uk,uk,uk,1547359200000.0,06.00,"रविवार 13 जनवरी 2019, 06.00 — 12.00",1,Sunny.,18,7,1021,2,320,77,1,2019
50,uk,uk,uk,1547380800000.0,12.00,"रविवार 13 जनवरी 2019, 12.00 — 18.00",1,Sunny.,22,19,1018,2,320,62,1,2019
51,uk,uk,uk,1547402400000.0,18.00,"रविवार 13 जनवरी 2019, 18.00 — 00.00",14,Fog.,14,11,1020,0,0,94,1,2019
52,True,सोमवार 14 जनवरी,14 जनवरी,1547424000000.0,00.00,"सोमवार 14 जनवरी 2019, 00.00 — 06.00",13,Clear.,12,12,1019,0,0,91,1,2019
