,hl,hls,hlsh,date,ts,ds,icon,desc,temp,templow,baro,wind,wd,hum,Month,Year
0,True,रविवार 1 दिसंबर,1 दिसंबर,1575158400000.0,00.00,"रविवार 1 दिसंबर 2019, 00.00 — 06.00",14,Fog.,16,15,1016,0,0,92,12,2019
1,uk,uk,uk,1575180000000.0,06.00,"रविवार 1 दिसंबर 2019, 06.00 — 12.00",9,Fog.,21,15,1018,0,0,75,12,2019
2,uk,uk,uk,1575201600000.0,12.00,"रविवार 1 दिसंबर 2019, 12.00 — 18.00",3,Haze.,24,22,1015,0,0,64,12,2019
3,uk,uk,uk,1575223200000.0,18.00,"रविवार 1 दिसंबर 2019, 18.00 — 00.00",14,Passing clouds.,19,17,1017,0,0,86,12,2019
4,True,सोमवार 2 दिसंबर,2 दिसंबर,1575244800000.0,00.00,"सोमवार 2 दिसंबर 2019, 00.00 — 06.00",14,Haze.,16,16,1017,0,0,92,12,2019
5,uk,uk,uk,1575266400000.0,06.00,"सोमवार 2 दिसंबर 2019, 06.00 — 12.00",6,Partly sunny.,21,15,1019,0,0,71,12,2019
6,uk,uk,uk,1575288000000.0,12.00,"सोमवार 2 दिसंबर 2019, 12.00 — 18.00",1,Sunny.,24,20,1016,2,0,52,12,2019
7,uk,uk,uk,1575309600000.0,18.00,"सोमवार 2 दिसंबर 2019, 18.00 — 00.00",13,Clear.,14,12,1018,0,0,89,12,2019
8,True,मंगलवार 3 दिसंबर,3 दिसंबर,1575331200000.0,00.00,"मंगलवार 3 दिसंबर 2019, 00.00 — 06.00",14,Fog.,12,9,1018,0,0,92,12,2019
9,uk,uk,uk,1575352800000.0,06.00,"मंगलवार 3 दिसंबर 2019, 06.00 — 12.00",1,Sunny.,22,12,1019,2,180,63,12,2019
10,uk,uk,uk,1575374400000.0,12.00,"मंगलवार 3 दिसंबर 2019, 12.00 — 18.00",1,Sunny.,25,19,1016,0,0,42,12,2019
11,uk,uk,uk,1575396000000.0,18.00,"मंगलवार 3 दिसंबर 2019, 18.00 — 00.00",13,Clear.,13,11,1019,0,0,82,12,2019
12,True,बुधवार 4 दिसंबर,4 दिसंबर,1575417600000.0,00.00,"बुधवार 4 दिसंबर 2019, 00.00 — 06.00",13,Clear.,8,8,1020,0,0,94,12,2019
13,uk,uk,uk,1575439200000.0,06.00,"बुधवार 4 दिसंबर 2019, 06.00 — 12.00",1,Sunny.,23,10,1020,0,0,61,12,2019
14,uk,uk,uk,1575460800000.0,12.00,"बुधवार 4 दिसंबर 2019, 12.00 — 18.00",1,Sunny.,25,20,1017,2,90,42,12,2019
15,uk,uk,uk,1575482400000.0,18.00,"बुधवार 4 दिसंबर 2019, 18.00 — 00.00",13,Clear.,14,11,1021,0,0,82,12,2019
16,True,गुरुवार 5 दिसंबर,5 दिसंबर,1575504000000.0,00.00,"गुरुवार 5 दिसंबर 2019, 00.00 — 06.00",13,Clear.,9,9,1021,0,0,87,12,2019
17,uk,uk,uk,1575525600000.0,06.00,"गुरुवार 5 दिसंबर 2019, 06.00 — 12.00",2,Scattered clouds.,22,11,1023,0,0,68,12,2019
18,uk,uk,uk,1575547200000.0,12.00,"गुरुवार 5 दिसंबर 2019, 12.00 — 18.00",6,Partly sunny.,23,19,1019,2,50,50,12,2019
19,uk,uk,uk,1575568800000.0,18.00,"गुरुवार 5 दिसंबर 2019, 18.00 — 00.00",14,Fog.,13,11,1021,0,0,84,12,2019
20,True,शुक्रवार 6 दिसंबर,6 दिसंबर,1575590400000.0,00.00,"शुक्रवार 6 दिसंबर 2019, 00.00 — 06.00",14,Fog.,10,10,1021,0,0,92,12,2019
