,hl,hls,hlsh,date,ts,ds,icon,desc,temp,templow,baro,wind,wd,hum,Month,Year
0,True,सोमवार 1 अगस्त,1 अगस्त,1659312000000.0,00.00,"सोमवार 1 अगस्त 2022, 00.00 — 06.00",14,Passing clouds.,29,28,1001,0,0,77,8,2022
1,uk,uk,uk,1659333600000.0,06.00,"सोमवार 1 अगस्त 2022, 06.00 — 12.00",6,Partly sunny.,33,29,1002,4,230,70,8,2022
2,uk,uk,uk,1659355200000.0,12.00,"सोमवार 1 अगस्त 2022, 12.00 — 18.00",2,Scattered clouds.,34,34,998,5,230,60,8,2022
3,uk,uk,uk,1659376800000.0,18.00,"सोमवार 1 अगस्त 2022, 18.00 — 00.00",13,Clear.,29,29,1001,0,0,80,8,2022
4,True,मंगलवार 2 अगस्त,2 अगस्त,1659398400000.0,00.00,"मंगलवार 2 अगस्त 2022, 00.00 — 06.00",14,Passing clouds.,28,28,1000,0,0,84,8,2022
5,uk,uk,uk,1659420000000.0,06.00,"मंगलवार 2 अगस्त 2022, 06.00 — 12.00",7,Overcast.,32,30,1001,3,230,78,8,2022
6,uk,uk,uk,1659441600000.0,12.00,"मंगलवार 2 अगस्त 2022, 12.00 — 18.00",6,Partly sunny.,34,26,998,2,50,80,8,2022
7,uk,uk,uk,1659463200000.0,18.00,"मंगलवार 2 अगस्त 2022, 18.00 — 00.00",17,Overcast.,28,27,1001,0,0,97,8,2022
8,True,बुधवार 3 अगस्त,3 अगस्त,1659484800000.0,00.00,"बुधवार 3 अगस्त 2022, 00.00 — 06.00",17,Overcast.,27,27,1000,0,0,97,8,2022
9,uk,uk,uk,1659506400000.0,06.00,"बुधवार 3 अगस्त 2022, 06.00 — 12.00",7,Overcast.,28,27,1003,2,140,95,8,2022
10,uk,uk,uk,1659528000000.0,12.00,"बुधवार 3 अगस्त 2022, 12.00 — 18.00",7,Overcast.,31,30,1000,3,50,81,8,2022
11,uk,uk,uk,1659549600000.0,18.00,"बुधवार 3 अगस्त 2022, 18.00 — 00.00",13,Clear.,28,28,1002,0,0,89,8,2022
12,True,गुरुवार 4 अगस्त,4 अगस्त,1659571200000.0,00.00,"गुरुवार 4 अगस्त 2022, 00.00 — 06.00",14,Passing clouds.,27,27,1001,0,0,94,8,2022
13,uk,uk,uk,1659592800000.0,06.00,"गुरुवार 4 अगस्त 2022, 06.00 — 12.00",3,Haze.,32,29,1003,0,0,82,8,2022
14,uk,uk,uk,1659614400000.0,12.00,"गुरुवार 4 अगस्त 2022, 12.00 — 18.00",22,Thunderstorms. Overcast.,28,27,1000,0,0,99,8,2022
15,uk,uk,uk,1659636000000.0,18.00,"गुरुवार 4 अगस्त 2022, 18.00 — 00.00",17,Overcast.,27,27,1002,0,0,96,8,2022
16,True,शुक्रवार 5 अगस्त,5 अगस्त,1659657600000.0,00.00,"शुक्रवार 5 अगस्त 2022, 00.00 — 06.00",7,Overcast.,26,26,1001,0,0,96,8,2022
17,uk,uk,uk,1659679200000.0,06.00,"शुक्रवार 5 अगस्त 2022, 06.00 — 12.00",6,Partly sunny.,31,28,1001,0,0,84,8,2022
18,uk,uk,uk,1659700800000.0,12.00,"शुक्रवार 5 अगस्त 2022, 12.00 — 18.00",2,Scattered clouds.,33,33,1000,0,0,70,8,2022
19,uk,uk,uk,1659722400000.0,18.00,"शुक्रवार 5 अगस्त 2022, 18.00 — 00.00",14,Passing clouds.,29,28,998,0,0,88,8,2022
20,True,शनिवार 6 अगस्त,6 अगस्त,1659744000000.0,00.00,"शनिवार 6 अगस्त 2022, 00.00 — 06.00",17,Overcast.,28,27,999,0,0,94,8,2022
21,uk,uk,uk,1659765600000.0,06.00,"शनिवार 6 अगस्त 2022, 06.00 — 12.00",2,Scattered clouds.,34,29,999,0,0,78,8,2022
22,uk,uk,uk,1659787200000.0,12.00,"शनिवार 6 अगस्त 2022, 12.00 — 18.00",6,Partly sunny.,35,26,996,0,0,82,8,2022
23,uk,uk,uk,1659808800000.0,18.00,"शनिवार 6 अगस्त 2022, 18.00 — 00.00",14,Passing clouds.,28,28,998,0,0,100,8,2022
24,True,रविवार 7 अगस्त,7 अगस्त,1659830400000.0,00.00,"रविवार 7 अगस्त 2022, 00.00 — 06.00",2,Scattered clouds.,27,27,997,0,0,100,8,2022
25,uk,uk,uk,1659852000000.0,06.00,"रविवार 7 अगस्त 2022, 06.00 — 12.00",6,Partly sunny.,28,26,1000,0,0,100,8,2022
26,uk,uk,uk,1659873600000.0,12.00,"रविवार 7 अगस्त 2022, 12.00 — 18.00",18,Light rain. Overcast.,26,25,998,0,0,99,8,2022
27,uk,uk,uk,1659895200000.0,18.00,"रविवार 7 अगस्त 2022, 18.00 — 00.00",13,Clear.,26,25,999,0,0,99,8,2022
28,True,सोमवार 8 अगस्त,8 अगस्त,1659916800000.0,00.00,"सोमवार 8 अगस्त 2022, 00.00 — 06.00",13,Clear.,25,25,998,0,0,97,8,2022
29,uk,uk,uk,1659938400000.0,06.00,"सोमवार 8 अगस्त 2022, 06.00 — 12.00",2,Scattered clouds.,29,27,998,0,0,90,8,2022
30,uk,uk,uk,1659960000000.0,12.00,"सोमवार 8 अगस्त 2022, 12.00 — 18.00",6,Partly sunny.,33,28,996,0,0,86,8,2022
31,uk,uk,uk,1659981600000.0,18.00,"सोमवार 8 अगस्त 2022, 18.00 — 00.00",17,Overcast.,28,26,998,0,0,99,8,2022
32,True,मंगलवार 9 अगस्त,9 अगस्त,1660003200000.0,00.00,"मंगलवार 9 अगस्त 2022, 00.00 — 06.00",13,Clear.,27,27,997,0,0,99,8,2022
